GO_ID,GO_TERM_ft,pmatch_orig,pmatch_ft,category
GO:0004510,tryptophan 5-monooxygenase activity,0,1,g
GO:0050484,GMP 5'-nucleotidase activity,0,1,g
GO:0141089,glucose sensor activity,0,0,i
GO:0048256,flap endonuclease activity,0,0,i
GO:0070990,snRNP binding,0,0,i
GO:0005228,intracellular sodium-activated potassium channel activity,0,0,i
GO:0016830,carbon-carbon lyase activity,0,1,g
GO:0019768,high-affinity IgE receptor activity,0,0,i
GO:0031696,alpha-2C adrenergic receptor binding,0,0,i
GO:0090433,palmitoyl-CoA ligase activity,0,0,i
GO:0150043,structural constituent of synapse-associated extracellular matrix,0,0,i
GO:0098847,sequence-specific single stranded DNA binding,0,0,i
GO:0047256,"lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase activity",0,0,i
GO:0106137,IkappaB kinase complex binding,0,0,i
GO:0047224,"acetylgalactosaminyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase activity",0,1,g
GO:0008469,histone arginine N-methyltransferase activity,0,0,i
GO:0106335,tRNA (5-carboxymethyluridine(34)-5-O)-methyltransferase activity,0,0,i
GO:0052630,UDP-N-acetylgalactosamine diphosphorylase activity,0,1,g
GO:0052655,L-valine transaminase activity,0,1,g
GO:0004512,inositol-3-phosphate synthase activity,0,0,i
GO:0047349,D-ribitol-5-phosphate cytidylyltransferase activity,0,0,i
GO:1990583,phospholipase D activator activity,0,0,i
GO:1990698,palmitoleoyltransferase activity,0,0,i
GO:0044016,histone H3K4 acetyltransferase activity,0,0,i
GO:0004979,beta-endorphin receptor activity,0,0,i
GO:0003963,RNA-3'-phosphate cyclase activity,0,0,i
GO:0004729,oxygen-dependent protoporphyrinogen oxidase activity,0,0,i
GO:0052848,"inositol-3,5-bisdiphosphate-2,3,4,6-tetrakisphosphate 5-diphosphatase activity",0,0,i
GO:0070773,protein-N-terminal glutamine amidohydrolase activity,0,0,i
GO:0052814,medium-chain fatty aldehyde dehydrogenase (NAD+) activity,0,0,i
GO:0001641,group II metabotropic glutamate receptor activity,0,0,i
GO:0004339,"glucan 1,4-alpha-glucosidase activity",0,1,g
GO:0002114,interleukin-33 receptor activity,0,1,g
GO:0071855,neuropeptide receptor binding,0,0,i
GO:0003877,ATP:ADP adenylyltransferase activity,0,1,g
GO:0050251,retinol isomerase activity,0,0,i
GO:0030626,U12 snRNA binding,0,0,i
GO:0000009,"alpha-1,6-mannosyltransferase activity",0,0,i
GO:0061799,cyclic pyranopterin monophosphate synthase activity,0,0,i
GO:0043136,glycerol-3-phosphatase activity,0,1,g
GO:0004058,aromatic-L-amino-acid decarboxylase activity,0,0,i
GO:0160102,tRNA (guanine(10)-N2)-methyltransferase activity,0,0,i
GO:0102263,tRNA-dihydrouridine17 synthase activity,0,0,i
GO:0016230,sphingomyelin phosphodiesterase activator activity,0,0,i
GO:0047378,acetylalkylglycerol acetylhydrolase activity,0,0,i
GO:0050337,thiosulfate-thiol sulfurtransferase activity,0,0,i
GO:0008750,proton-translocating NAD(P)+ transhydrogenase activity,0,1,g
GO:0042880,D-glucuronate transmembrane transporter activity,0,0,i
GO:0140580,mitochondrion autophagosome adaptor activity,0,0,i
GO:0003874,6-pyruvoyltetrahydropterin synthase activity,0,1,g
GO:0005043,netrin receptor activity involved in chemorepulsion,0,0,i
GO:0047058,vitamin-K-epoxide reductase (warfarin-insensitive) activity,0,0,i
GO:0140483,kinetochore adaptor activity,0,1,g
GO:0047805,cytidylate cyclase activity,0,0,i
GO:0140893,"neutral amino acid, sodium:proton antiporter activity",0,0,i
GO:0035381,ATP-gated ion channel activity,0,0,i
GO:1904854,proteasome core complex binding,0,0,i
GO:0005169,neurotrophin TRKB receptor binding,0,1,g
GO:0030290,sphingolipid activator protein activity,0,1,g
GO:0062037,D-loop DNA binding,0,0,i
GO:1990856,methionyl-initiator methionine tRNA binding,0,0,i
GO:0042947,glucoside transmembrane transporter activity,0,1,g
GO:0003916,DNA topoisomerase activity,0,0,i
GO:0141055,histone H3 ubiquitin ligase activity,0,0,i
GO:0015450,protein-transporting ATPase activity,0,1,g
GO:0030975,thiamine binding,0,0,i
GO:0050135,NADP+ nucleosidase activity,0,1,g
GO:0035715,chemokine (C-C motif) ligand 2 binding,0,0,i
GO:0034590,L-hydroxyproline transmembrane transporter activity,0,0,i
GO:0047995,hydroxyphenylpyruvate reductase activity,0,0,i
GO:1990165,single-strand break-containing DNA binding,0,0,i
GO:0102757,NADPH phosphatase activity,0,0,i
GO:0034480,phosphatidylcholine phospholipase C activity,0,0,i
GO:0086038,calcium:sodium antiporter activity involved in regulation of cardiac muscle cell membrane potential,0,0,i
GO:0047536,2-aminoadipate transaminase activity,0,0,i
GO:1990147,talin binding,0,0,i
GO:0060182,apelin receptor activity,0,0,i
GO:0031779,melanocortin receptor binding,0,0,i
GO:0106237,arachidonate 12(R)-lipoxygenase activity,0,0,i
GO:0004343,glucosamine 6-phosphate N-acetyltransferase activity,0,1,g
