hpo_id,hpo_term_ft,pmatch_orig,pmatch_ft,category
HP:0001076,Glabellar hemangioma,0,0,i
HP:6000753,Elevated circulating monomethyl sterol concentration,0,0,i
HP:0034795,Excess residual spermatozoal cytoplasm,0,0,i
HP:4000208,Reduced erythrocyte galactose-1-phosphate uridylyltransferase activity,0,0,i
HP:0007740,Long eyelashes in irregular rows,0,0,i
HP:0033596,Elevated urinary 3-methylcrotonylglycine level,0,0,i
HP:6000119,Elevated urinary dihydrothymine level,0,0,i
HP:0032449,Abnormal dermoepidermal hemidesmosome morphology,0,0,i
HP:0008457,Caudal interpedicular narrowing,0,0,i
HP:0010331,Aplasia/Hypoplasia of the 3rd toe,0,0,i
HP:0033220,2-ethylhydracylic aciduria,0,0,i
HP:0009757,Intercrural pterygium,0,0,i
HP:0000383,Abnormal periauricular region morphology,0,0,i
HP:0034146,Anti-glycyl tRNA-synthetase antibody positivity,0,0,i
HP:0003137,Prolinuria,0,0,i
HP:6000993,Pupillary hypersensitivity to parasympathomimetic agents,0,0,i
HP:0002927,Histidinuria,0,0,i
HP:0040143,Dystopic os odontoideum,0,0,i
HP:0009527,Enlarged epiphysis of the proximal phalanx of the 2nd finger,0,0,i
HP:0030022,Question mark ear,0,0,i
HP:0034078,Anti-centromere protein A antibody positivity,0,0,i
HP:0200003,Splayed epiphyses,0,0,i
HP:0033442,Elevated circulating glutarylcarnitine concentration,0,0,i
HP:0006712,Aplasia/Hypoplasia of the ribs,0,0,i
HP:0009356,Triangular epiphysis of the proximal phalanx of the 3rd finger,0,0,i
HP:0032901,Focal pedal automatism seizure,0,0,i
HP:0012608,Hypermagnesiuria,0,0,i
HP:0012127,Uraciluria,0,0,i
HP:0500266,"Decreased proportion of CD8-positive, alpha-beta TEMRA T cells",0,0,i
HP:0002826,Halberd-shaped pelvis,0,0,i
HP:0011997,Postprandial hyperlactemia,0,0,i
HP:0031885,Hyperglycorrhachia,0,0,i
HP:0033557,Anti-proteinase 3 antibody positivity,0,0,i
HP:0034066,Anti-carbonic anhydrase VI antibody positivity,0,0,i
HP:0030325,Cervicomedullary schisis,0,0,i
HP:0034150,Anti-tyrosyl-tRNA synthetase antibody positivity,0,0,i
HP:6000133,Decreased erythrocyte nicotinamide adenine dinucleotide-cytochrome b5 reductase activity,0,0,i
HP:0011236,Angulated antihelix,0,0,i
HP:0008014,Central fundal arteriolar microaneurysms,0,0,i
HP:0034714,Hepatic melanin-like lysosomal pigmentation,0,0,i
HP:0002851,"Elevated proportion of CD4-negative, CD8-negative, alpha-beta regulatory T cells",0,0,i
HP:0011261,Darwin tubercle of helix,0,0,i
HP:0007755,Juvenile epithelial corneal dystrophy,0,0,i
HP:0010315,Aplasia/Hypoplasia of the diaphragm,0,0,i
HP:0009565,Aplasia of the distal phalanx of the 2nd finger,0,0,i
HP:0009959,Duplication of phalanx of 3rd finger,0,0,i
HP:0004453,Overfolding of the superior helices,0,0,i
HP:0500149,Hyperglutamatemia,0,0,i
HP:0006193,Thimble-shaped middle phalanges of hand,0,0,i
HP:0034290,Elevated circulating tiglylglycine concentration,0,0,i
HP:0100481,Proximal/middle symphalangism of 4th toe,0,0,i
HP:0008469,Cervical vertebral dysplasia,0,0,i
HP:0031385,Megakaryocyte nucleus hypolobulation,0,0,i
HP:6000694,Elevated circulating 1-pyrroline-5-carboxylic acid concentration,0,0,i
HP:0031134,Cor triatrium sinister,0,0,i
HP:0006713,Aplasia/Hypoplasia of the scapulae,0,0,i
HP:0005066,Cone-shaped epiphyses fused within their metaphyses,0,0,i
HP:0003463,Increased extraneuronal autofluorescent lipopigment,0,0,i
HP:0025376,Hyperglutaminuria,0,0,i
