hpo_id,hpo_term_ft,pmatch_orig,pmatch_ft,category
HP:0002335,Agenesis of cerebellar vermis,0,0,i
HP:0100339,Abnormality of the os naviculare pedis,0,0,i
HP:0007295,Chaotic rapid conjugate ocular movements,0,0,i
HP:0010168,Ivory epiphyses of the toes,0,0,i
HP:0010910,Hypervalinemia,0,0,i
HP:0034687,Impaired cerebroside sulfate hydrolysis,0,0,i
HP:0007462,Bitot spots of the conjunctiva,0,0,i
HP:0034706,Reduced hepatic D-glycerate kinase activity,0,0,i
HP:0034400,Circumferential skin creases on extremities,0,0,i
HP:0011190,Uni- and bilateral multifocal epileptiform discharges,0,0,i
HP:0032532,Elevated CSF 4-hydroxybutyric acid concentration,0,0,i
HP:0004461,Congenital earlobe sinuses,0,0,i
HP:0006450,Multicentric ossification of proximal femoral epiphyses,0,0,i
HP:0100841,Microgastria,0,0,i
HP:0004997,Multicentric ossification of proximal humeral epiphyses,0,0,i
HP:0100811,Aplasia/Hypoplasia of the colon,0,0,i
HP:0004241,Stippled calcification in carpal bones,0,0,i
HP:0010940,Aplasia/Hypoplasia of the nasal bone,0,0,i
HP:0011406,Infancy onset short-trunk short stature,0,0,i
HP:6000426,Reduced Acyl-CoA:dihydroxyacetone phosphate acyltransferase activity in cultured fibroblasts,0,0,i
HP:0032906,Focal head nodding automatism seizure,0,0,i
HP:0100663,Synotia,0,0,i
HP:6000602,Elevated urinary isovalerylglycine level,0,0,i
HP:0025670,Syntelencephaly,0,0,i
HP:0000893,Bulging of the costochondral junction,0,1,g
HP:0033177,Elevated circulating suberic acid concentration,0,0,i
HP:0031986,Polyminimyoclonus,0,0,i
HP:0034354,Trichoschisis,0,0,i
HP:0008160,3-hydroxydicarboxylic aciduria,0,0,i
HP:0032351,Phenylalaninuria,0,0,i
HP:6000240,Reduced circulating pyrimidine 5-prime-nucleotidase activity,0,0,i
HP:0034069,Anti-parotid secretory protein antibody positivity,0,0,i
HP:0100563,Diastomatomyelia,0,0,i
HP:6000608,"Elevated urinary 3,4-Dihydroxybutyric acid level",0,0,i
HP:0020117,Hypoplastic dermoepidermal hemidesmosomes,0,0,i
HP:0007363,Aplasia/Hypoplasia of the pyramidal tract,0,0,i
HP:0005019,Diaphyseal undertubulation,0,0,i
HP:0003329,Hair shafts flattened at irregular intervals and twisted through 180 degrees about their axes,0,0,i
HP:0010252,Ivory epiphyses of the distal phalanges of the hand,0,0,i
HP:0033996,Microvillar PAS-positive secretory granules,0,0,i
HP:6000603,Elevated urinary 2-methyl-3-hydroxybutyric acid level,0,0,i
HP:0025734,Elevated urinary 5-hydroxyhexanoic acid level,0,0,i
HP:0034026,Elevated circulating saccharopine concentration,0,0,i
HP:0008436,Absent/hypoplastic coccyx,0,1,g
HP:0007438,Mottled pigmentation of the trunk and proximal extremities,0,0,i
HP:0100391,Short distal phalanx of the 5th toe,0,0,i
HP:0002454,Eye of the tiger anomaly of globus pallidus,0,0,i
HP:0006990,Myelin-dependent gliosis,0,1,g
HP:0011320,Unilambdoid synostosis,0,0,i
HP:0100958,Narrow foramen obturatorium,0,0,i
HP:0005026,Mesomelic/rhizomelic limb shortening,0,1,g
HP:6000622,Elevated urinary ureidoisobutyric acid level,0,0,i
HP:0200053,Hemihypotrophy of lower limb,0,0,i
HP:0010264,Pseudoepiphyses of the middle phalanges of the hand,0,0,i
HP:0003267,Reduced orotidine 5-prime phosphate decarboxylase level,0,0,i
HP:0005612,Arthrogryposis-like hand anomaly,0,1,g
HP:6000185,Low tetrahydrocortisol (THF) plus 5-alpha-THF/tetrahydrocortisone (THE) ratio,0,0,i
HP:0007406,Hyperpigmentation of eyelids,0,0,i
HP:0001024,Skin dimple over apex of long bone angulation,0,0,i
