GO_ID,GO_TERM_ft,pmatch_orig,pmatch_ft,category
GO:0004641,phosphoribosylformylglycinamidine cyclo-ligase activity,0,0,i
GO:0043185,vascular endothelial growth factor receptor 3 binding,0,0,i
GO:0004648,O-phospho-L-serine:2-oxoglutarate aminotransferase activity,0,0,i
GO:2001065,mannan binding,0,0,i
GO:0140355,cargo receptor ligand activity,0,0,i
GO:0052832,inositol monophosphate 3-phosphatase activity,0,0,i
GO:0005153,interleukin-8 receptor binding,0,0,i
GO:0047506,(deoxy)adenylate kinase activity,0,0,i
GO:0004337,geranyltranstransferase activity,0,0,i
GO:0106226,peptide 2-hydroxyisobutyryltransferase activity,0,0,i
GO:0051903,S-(hydroxymethyl)glutathione dehydrogenase [NAD(P)+] activity,0,0,i
GO:0004655,porphobilinogen synthase activity,0,0,i
GO:0004057,arginyl-tRNA--protein transferase activity,0,0,i
GO:0005175,CD27 receptor binding,0,0,i
GO:0033703,3beta-hydroxy-5beta-steroid dehydrogenase activity,0,0,i
GO:0004504,peptidylglycine monooxygenase activity,0,0,i
GO:0106363,protein-cysteine methyltransferase activity,0,0,i
GO:0009032,thymidine phosphorylase activity,0,0,i
GO:0035718,macrophage migration inhibitory factor binding,0,0,i
GO:0140481,ABC-type iron-sulfur cluster transporter activity,0,0,i
GO:0031741,type B gastrin/cholecystokinin receptor binding,0,0,i
GO:0004790,thioether S-methyltransferase activity,0,0,i
GO:0032143,single thymine insertion binding,0,0,i
GO:0042163,interleukin-12 beta subunit binding,0,0,i
GO:0032038,myosin II heavy chain binding,0,0,i
GO:0141054,histone H2B ubiquitin ligase activity,0,0,i
GO:1990447,U2 snRNP binding,0,0,i
GO:0002196,Ser-tRNA(Ala) hydrolase activity,0,0,i
GO:0046970,NAD-dependent histone H4K16 deacetylase activity,0,0,i
GO:0004531,deoxyribonuclease II activity,0,0,i
GO:0031732,CCR7 chemokine receptor binding,0,0,i
GO:0003904,deoxyribodipyrimidine photo-lyase activity,0,0,i
GO:0047783,corticosterone 18-monooxygenase activity,0,0,i
GO:0045550,geranylgeranyl reductase activity,0,0,i
GO:0004939,beta-adrenergic receptor activity,0,0,i
GO:0000773,phosphatidyl-N-methylethanolamine N-methyltransferase activity,0,0,i
GO:0047865,dimethylglycine dehydrogenase activity,0,0,i
GO:0004686,elongation factor-2 kinase activity,0,0,i
GO:0005185,neurohypophyseal hormone activity,0,0,i
GO:0141000,histone H4K91 ubiquitin ligase activity,0,0,i
GO:0042356,GDP-4-dehydro-D-rhamnose reductase activity,0,0,i
GO:0160118,tRNA (guanine(7)-N2)-methyltransferase activity,0,0,i
GO:0010308,acireductone dioxygenase (Ni2+-requiring) activity,0,0,i
GO:0001616,growth hormone secretagogue receptor activity,0,0,i
GO:0016223,beta-alanine-pyruvate transaminase activity,0,0,i
GO:0017096,acetylserotonin O-methyltransferase activity,0,0,i
GO:0018729,propionate CoA-transferase activity,0,0,i
GO:0003972,RNA ligase (ATP) activity,0,0,i
GO:0003943,N-acetylgalactosamine-4-sulfatase activity,0,0,i
GO:0180017,K11-linked deubiquitinase activity,0,0,i
GO:0102571,[protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine/L-threonine O-N-acetyl-alpha-D-glucosaminase activity,0,0,i
GO:0036458,hepatocyte growth factor binding,0,0,i
GO:0031812,P2Y1 nucleotide receptor binding,0,0,i
GO:0062185,secalciferol 1-monooxygenase activity,0,0,i
GO:0046623,sphingolipid floppase activity,0,0,i
GO:1990955,G-rich single-stranded DNA binding,0,0,i
GO:0016232,HNK-1 sulfotransferase activity,0,0,i
GO:0160134,protein-RNA sequence-specific adaptor activity,0,0,i
GO:0031840,type 2 neuromedin U receptor binding,0,0,i
GO:0005140,interleukin-9 receptor binding,0,0,i
GO:0036470,tyrosine 3-monooxygenase activator activity,0,0,i
GO:0044603,protein adenylylhydrolase activity,0,0,i
GO:0001847,opsonin receptor activity,0,0,i
GO:0008482,sulfite oxidase activity,0,0,i
GO:0061690,lipoamidase activity,0,0,i
GO:0008893,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity",0,0,i
GO:0008752,FMN reductase (NAD(P)H) activity,0,0,i
GO:0001010,RNA polymerase II sequence-specific DNA-binding transcription factor recruiting activity,0,0,i
GO:0033764,"steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",0,0,i
GO:0106078,histone succinyltransferase activity,0,0,i
GO:0005221,intracellularly cyclic nucleotide-activated monoatomic cation channel activity,0,0,i
GO:0120509,hydroxypyruvate reductase (NADPH) activity,0,0,i
GO:0002113,interleukin-33 binding,0,0,i
GO:0042922,neuromedin U receptor binding,0,0,i
GO:0046980,tapasin binding,0,0,i
GO:0032567,dGTP binding,0,0,i
GO:1990362,butanol dehydrogenase (NAD+) activity,0,0,i
GO:0001512,dihydronicotinamide riboside quinone reductase activity,0,0,i
GO:0008892,guanine deaminase activity,0,0,i
