GO_ID,Count,GO_TERM,Aspect,go_id_pmc,go_term_pmc,Rank,Bin,predicted_go_term,pmatch,processing_time
GO:0050851,6,antigen receptor-mediated signaling pathway,biological_process,,,4595,8,cell-cell adhesion,0,0.29
GO:0071731,6,response to nitric oxide,biological_process,,,4555,8,cellular response to starvation,0,0.31
GO:0006172,7,ADP biosynthetic process,biological_process,,,4404,8,"7,8-dihydropteridine reductase activity",0,0.38
GO:0000957,6,mitochondrial RNA catabolic process,biological_process,,,4775,8,mRNA processing,0,0.23
GO:1903691,6,"positive regulation of wound healing, spreading of epidermal cells",biological_process,,,4594,8,positive regulation of protein kinase activity,0,0.24
GO:0002724,5,regulation of T cell cytokine production,biological_process,,,5066,9,positive regulation of T cell mediated cytotoxicity,0,0.38
GO:1901984,5,negative regulation of protein acetylation,biological_process,,,5293,9,positive regulation of protein kinase activity,0,0.33
GO:0032946,5,positive regulation of mononuclear cell proliferation,biological_process,,,5149,9,protein complex,0,0.28
GO:0006554,5,lysine catabolic process,biological_process,,,5486,9,amino acid transport,0,0.44
GO:1901911,5,adenosine 5'-(hexahydrogen pentaphosphate) catabolic process,biological_process,,,5261,9,positive regulation of protein kinase activity,0,0.26
GO:0050672,5,negative regulation of lymphocyte proliferation,biological_process,,,5513,9,cellular response to starvation,0,0.27
GO:0051754,5,"meiotic sister chromatid cohesion, centromeric",biological_process,,,5477,9,protein targeting to mitochondria,0,0.19
GO:0051900,5,regulation of mitochondrial depolarization,biological_process,,,5315,9,positive regulation of cell proliferation,0,0.23
GO:0045794,5,negative regulation of cell volume,biological_process,,,5359,9,cellular response to nutrient levels,0,0.32
GO:0060168,5,positive regulation of adenosine receptor signaling pathway,biological_process,,,5088,9,cell-cell recognition,0,0.33
GO:0061724,4,lipophagy,biological_process,,,6075,10,endocytosis,0,0.3
GO:0002328,4,pro-B cell differentiation,biological_process,,,5796,10,sensory perception of sound,0,0.32
GO:0035910,4,ascending aorta morphogenesis,biological_process,,,6047,10,protein complex,0,0.2
GO:0006907,5,pinocytosis,biological_process,,,5606,10,endocytosis,0,0.4
GO:0055118,5,negative regulation of cardiac muscle contraction,biological_process,,,5627,10,oxidation-reduction process,0,0.26
GO:1901185,4,negative regulation of ERBB signaling pathway,biological_process,,,6131,10,positive regulation of protein kinase activity,0,0.38
GO:2000360,4,negative regulation of binding of sperm to zona pellucida,biological_process,,,5729,10,positive regulation of protein localization,0,0.32
GO:0090118,5,receptor-mediated endocytosis involved in cholesterol transport,biological_process,,,5562,10,cell-cell adhesion,0,0.52
GO:0072177,5,mesonephric duct development,biological_process,,,5671,10,cellular response to nutrient levels,0,0.34
GO:0072107,4,positive regulation of ureteric bud formation,biological_process,,,5742,10,cellular response to nutrient levels,0,0.4
GO:0018277,3,protein deamination,biological_process,,,6742,11,histone modification,0,0.29
GO:0014034,4,neural crest cell fate commitment,biological_process,,,6455,11,protein complex,0,0.26
GO:2001206,4,positive regulation of osteoclast development,biological_process,,,6338,11,positive regulation of protein kinase activity,0,0.23
GO:1904723,4,negative regulation of Wnt-Frizzled-LRP5/6 complex assembly,biological_process,,,6510,11,positive regulation of protein kinase activity,0,0.24
GO:0035815,4,positive regulation of renal sodium excretion,biological_process,,,6456,11,cell-cell recognition,0,0.25
GO:0046058,4,cAMP metabolic process,biological_process,,,6258,11,positive regulation of apoptotic process,0,0.27
GO:1901896,4,positive regulation of ATPase-coupled calcium transmembrane transporter activity,biological_process,,,6320,11,positive regulation of protein kinase activity,0,0.28
GO:0030718,4,germ-line stem cell population maintenance,biological_process,,,6239,11,protein complex,0,0.31
GO:0002904,3,positive regulation of B cell apoptotic process,biological_process,,,6755,11,protein complex assembly,0,0.31
GO:0048483,3,autonomic nervous system development,biological_process,,,6724,11,cellular response to external stimulus,0,0.24
GO:0000448,3,"cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",biological_process,,,7108,12,protein kinase C activity,0,0.3
GO:0072752,3,cellular response to rapamycin,biological_process,,,6844,12,cellular response to nutrient levels,0,0.25
GO:0030328,3,prenylcysteine catabolic process,biological_process,,,6948,12,plasma membrane,0,0.2
GO:0050866,3,negative regulation of cell activation,biological_process,,,7026,12,regulation of cell cycle,0,0.33
GO:0015786,3,UDP-glucose transmembrane transport,biological_process,,,7076,12,monosaccharide transport,0,0.23
GO:0032430,3,positive regulation of phospholipase A2 activity,biological_process,,,6816,12,protein complex subunit organization,0,0.35
GO:2000156,3,"regulation of retrograde vesicle-mediated transport, Golgi to ER",biological_process,,,7006,12,positive regulation of protein kinase activity,0,0.28
GO:0042559,3,pteridine-containing compound biosynthetic process,biological_process,,,6814,12,cell wall organization,0,0.29
GO:0051438,3,regulation of ubiquitin-protein transferase activity,biological_process,,,6958,12,cell wall organization,0,0.29
GO:1903593,3,regulation of histamine secretion by mast cell,biological_process,,,7086,12,positive regulation of protein kinase activity,0,0.3
GO:0045058,3,T cell selection,biological_process,,,7640,13,cell junction organization,0,0.47
GO:0060255,2,regulation of macromolecule metabolic process,biological_process,,,7892,13,cell-cell recognition,0,0.36
GO:0010641,3,positive regulation of platelet-derived growth factor receptor signaling pathway,biological_process,,,7523,13,response to oxidative stress,0,0.38
GO:1904695,2,positive regulation of vascular associated smooth muscle contraction,biological_process,,,7867,13,positive regulation of protein secretion,0,0.22
GO:0072683,3,T cell extravasation,biological_process,,,7762,13,cellular response to nutrient levels,0,0.31
GO:0070487,3,monocyte aggregation,biological_process,,,7661,13,cellular response to starvation,0,0.29
GO:0021965,3,spinal cord ventral commissure morphogenesis,biological_process,,,7489,13,cellular response to organic substance,0,0.19
GO:1904780,2,negative regulation of protein localization to centrosome,biological_process,,,7886,13,positive regulation of protein kinase activity,0,0.28
GO:1900106,3,positive regulation of hyaluranon cable assembly,biological_process,,,7391,13,positive regulation of cell proliferation,0,0.32
GO:0032916,2,positive regulation of transforming growth factor beta3 production,biological_process,,,7783,13,protein complex,0,0.17
GO:0043368,2,positive T cell selection,biological_process,,,8591,14,protein targeting to ER,0,0.46
GO:2000017,2,positive regulation of determination of dorsal identity,biological_process,,,8085,14,positive regulation of protein kinase activity,0,0.2
GO:0106354,2,tRNA surveillance,biological_process,,,8284,14,mitotic spindle organization,0,0.33
GO:1904094,2,positive regulation of autophagic cell death,biological_process,,,8137,14,positive regulation of protein kinase activity,0,0.31
GO:0090212,2,negative regulation of establishment of blood-brain barrier,biological_process,,,8186,14,cell division,0,0.17
GO:0017126,2,nucleologenesis,biological_process,,,8574,14,phosphatidylinositol phospholipase C activity,0,0.3
GO:0003350,2,pulmonary myocardium development,biological_process,,,8143,14,cell junction,0,0.28
GO:0061890,2,positive regulation of astrocyte activation,biological_process,,,8501,14,positive regulation of protein kinase activity,0,0.32
GO:0014889,2,muscle atrophy,biological_process,,,8113,14,calcium-dependent protein binding,0,0.23
GO:0021941,2,negative regulation of cerebellar granule cell precursor proliferation,biological_process,,,8059,14,cellular response to starvation,0,0.57
GO:2001037,2,positive regulation of tongue muscle cell differentiation,biological_process,,,9018,15,positive regulation of protein kinase activity,0,0.39
GO:0010725,2,regulation of primitive erythrocyte differentiation,biological_process,,,9129,15,response to cytokine,0,0.18
GO:1900078,2,positive regulation of cellular response to insulin stimulus,biological_process,,,8912,15,positive regulation of cell proliferation,0,0.31
GO:0016999,2,antibiotic metabolic process,biological_process,,,9092,15,heme binding,0,2.91
GO:1902548,2,negative regulation of cellular response to vascular endothelial growth factor stimulus,biological_process,,,9205,15,positive regulation of protein localization,0,0.38
GO:2000671,2,regulation of motor neuron apoptotic process,biological_process,,,8866,15,positive regulation of protein kinase activity,0,0.36
GO:0090218,2,positive regulation of lipid kinase activity,biological_process,,,8802,15,cellular response to organic substance,0,0.43
GO:1903141,2,negative regulation of establishment of endothelial barrier,biological_process,,,9156,15,positive regulation of protein kinase activity,0,0.26
GO:0035802,2,adrenal cortex formation,biological_process,,,9109,15,phagocytic vesicle formation,0,0.28
GO:0016482,2,cytosolic transport,biological_process,,,8722,15,protein targeting,0,0.55
GO:0009820,2,alkaloid metabolic process,biological_process,,,9308,16,photosynthesis,0,0.15
GO:0090615,1,mitochondrial mRNA processing,biological_process,,,9707,16,cellular response to organic substance,0,0.47
GO:0060280,1,negative regulation of ovulation,biological_process,,,9602,16,cell wall organization,0,0.61
GO:0035282,1,segmentation,biological_process,,,9712,16,cellular response to nutrient levels,0,0.41
GO:0021687,1,cerebellar molecular layer morphogenesis,biological_process,,,9617,16,plasma membrane,0,0.4
GO:2000331,1,regulation of terminal button organization,biological_process,,,9734,16,positive regulation of protein kinase activity,0,0.21
GO:0015723,1,bilirubin transport,biological_process,,,9817,16,ion transport,0,0.21
GO:1902998,2,positive regulation of neurofibrillary tangle assembly,biological_process,,,9370,16,positive regulation of protein localization,0,0.24
GO:0035932,1,aldosterone secretion,biological_process,,,9699,16,protein complex,0,0.26
GO:0097639,1,L-lysine import across plasma membrane,biological_process,,,9777,16,positive regulation of protein kinase activity,0,0.56
GO:0046603,1,negative regulation of mitotic centrosome separation,biological_process,,,10365,17,protein targeting to mitochondrion,0,0.3
GO:1903963,1,arachidonate transport,biological_process,,,10257,17,positive regulation of protein kinase activity,0,0.44
GO:0045338,1,farnesyl diphosphate metabolic process,biological_process,,,10441,17,protein complex,0,0.41
GO:1901184,1,regulation of ERBB signaling pathway,biological_process,,,10420,17,positive regulation of protein localization to plasma membrane,0,0.28
GO:0002691,1,regulation of cellular extravasation,biological_process,,,9979,17,positive regulation of T cell mediated immunity,0,0.6
GO:0006014,1,D-ribose metabolic process,biological_process,,,10402,17,glycolysis,0,0.47
GO:0090174,1,organelle membrane fusion,biological_process,,,10021,17,cell-cell adhesion,0,0.35
GO:0002336,1,B-1 B cell lineage commitment,biological_process,,,10324,17,spermatogenesis,0,0.28
GO:0002319,1,memory B cell differentiation,biological_process,,,9984,17,DNA replication,0,0.23
GO:0006214,1,thymidine catabolic process,biological_process,,,9951,17,autophagy,0,0.37
GO:0110119,1,positive regulation of very-low-density lipoprotein particle clearance,biological_process,,,10513,18,cellular response to nutrient levels,0,0.45
GO:0048239,1,negative regulation of DNA recombination at telomere,biological_process,,,10812,18,cellular response to nutrient levels,0,0.37
GO:0001100,1,negative regulation of exit from mitosis,biological_process,,,10833,18,None,0,0.22
GO:1903165,1,response to polycyclic arene,biological_process,,,11046,18,positive regulation of protein localization to plasma membrane,0,0.36
GO:0140438,1,protein stearoylation,biological_process,,,10827,18,protein targeting to ER,0,0.31
GO:0140888,1,interferon-mediated signaling pathway,biological_process,,,10897,18,positive regulation of protein kinase activity,0,0.28
GO:0072028,1,nephron morphogenesis,biological_process,,,10871,18,cellular response to nutrient levels,0,0.3
GO:0090520,1,sphingolipid mediated signaling pathway,biological_process,,,10809,18,cell-cell adhesion,0,0.48
GO:0022004,1,midbrain-hindbrain boundary maturation during brain development,biological_process,,,11028,18,cellular response to external stimulus,0,0.7
GO:1905945,1,regulation of response to calcium ion,biological_process,,,11008,18,positive regulation of protein kinase activity,0,0.34
GO:0090152,1,establishment of protein localization to mitochondrial membrane involved in mitochondrial fission,biological_process,,,11357,19,cell-cell adhesion,0,0.2
GO:0045763,1,negative regulation of cellular amino acid metabolic process,biological_process,,,11409,19,positive regulation of cell migration,0,0.36
GO:0009593,1,detection of chemical stimulus,biological_process,,,11387,19,response to radiation,0,0.69
GO:0060268,1,negative regulation of respiratory burst,biological_process,,,11215,19,positive regulation of cell growth,0,0.34
GO:0046092,1,deoxycytidine metabolic process,biological_process,,,11351,19,phospholipid biosynthetic process,0,0.33
GO:1902999,1,negative regulation of phospholipid efflux,biological_process,,,11481,19,positive regulation of protein localization,0,0.35
GO:0032261,1,purine nucleotide salvage,biological_process,,,11438,19,protein complex,0,0.38
GO:1903906,1,regulation of plasma membrane raft polarization,biological_process,,,11075,19,positive regulation of protein kinase activity,0,0.61
GO:1904550,1,response to arachidonic acid,biological_process,,,11643,19,positive regulation of protein kinase activity,0,0.29
GO:0031109,1,microtubule polymerization or depolymerization,biological_process,,,11512,19,cellular response to nutrient levels,0,0.36
GO:0001695,1,histamine catabolic process,biological_process,,,11765,20,neurotransmitter transport,0,0.19
GO:0140962,1,multicellular organismal-level chemical homeostasis,biological_process,,,12169,20,positive regulation of protein kinase activity,0,0.29
GO:1900450,1,negative regulation of glutamate receptor signaling pathway,biological_process,,,11957,20,positive regulation of protein kinase activity,0,0.48
GO:2000794,1,regulation of epithelial cell proliferation involved in lung morphogenesis,biological_process,,,11739,20,positive regulation of protein kinase activity,0,0.31
GO:0003185,1,sinoatrial valve morphogenesis,biological_process,,,11850,20,protein targeting to ER,0,0.32
GO:0042749,1,regulation of circadian sleep/wake cycle,biological_process,,,12070,20,positive regulation of protein kinase activity,0,0.38
GO:0014740,1,negative regulation of muscle hyperplasia,biological_process,,,12010,20,NAD+ transacetylase activity,0,0.3
GO:0061325,1,cell proliferation involved in outflow tract morphogenesis,biological_process,,,11877,20,positive regulation of cell growth,0,0.31
GO:0100001,1,regulation of skeletal muscle contraction by action potential,biological_process,,,12276,20,biological_process,0,0.25
GO:0160145,1,negative regulation of GDF15-GFRAL signaling pathway,biological_process,,,11776,20,protein targeting to mitochondrion,0,0.85
GO:0000987,72,cis-regulatory region sequence-specific DNA binding,molecular_function,,,187,1,DNA replication,0,0.28
GO:0044877,355,protein-containing complex binding,molecular_function,,,45,1,protein complex binding,0,0.2
GO:0004879,118,nuclear receptor activity,molecular_function,,,118,1,signal transduction activity,0,0.37
GO:0035091,119,phosphatidylinositol binding,molecular_function,,,117,1,cellular response to nutrient levels,0,0.23
GO:0035925,69,mRNA 3'-UTR AU-rich region binding,molecular_function,,,194,1,phosphatidylinositol 3-kinase complex,0,0.37
GO:0003712,134,transcription coregulator activity,molecular_function,,,105,1,molecular_function_transducer_activity,0,0.22
GO:0003700,734,DNA-binding transcription factor activity,molecular_function,,,19,1,DNA binding,0,0.26
GO:0046983,153,protein dimerization activity,molecular_function,,,94,1,protein dimerization activity,1,0.42
GO:0001228,655,"DNA-binding transcription activator activity, RNA polymerase II-specific",molecular_function,,,21,1,protein complex,0,0.31
GO:0046982,527,protein heterodimerization activity,molecular_function,,,30,1,protein dimerization activity,0,0.56
GO:0004860,45,protein kinase inhibitor activity,molecular_function,,,308,2,protein kinase activity,0,0.34
GO:0001223,55,transcription coactivator binding,molecular_function,,,246,2,None,0,0.31
GO:0030331,50,nuclear estrogen receptor binding,molecular_function,,,275,2,protein complex,0,0.33
GO:0001221,44,transcription coregulator binding,molecular_function,,,313,2,protein complex,0,0.14
GO:0034979,42,NAD-dependent protein lysine deacetylase activity,molecular_function,,,337,2,positive regulation of protein kinase activity,0,0.31
GO:0016303,36,1-phosphatidylinositol-3-kinase activity,molecular_function,,,401,2,phosphatase activity,0,0.31
GO:0003720,52,telomerase activity,molecular_function,,,267,2,RNA helicase activity,0,0.33
GO:0005504,40,fatty acid binding,molecular_function,,,365,2,copper ion binding,0,0.29
GO:0042056,56,chemoattractant activity,molecular_function,,,241,2,positive regulation of protein kinase activity,0,0.36
GO:0003836,38,"beta-galactoside (CMP) alpha-2,3-sialyltransferase activity",molecular_function,,,382,2,ligand-gated ion channel activity,0,0.39
GO:0004430,22,1-phosphatidylinositol 4-kinase activity,molecular_function,,,648,3,tyrosine phenol-lyase activity,0,0.41
GO:0035242,24,protein-arginine omega-N asymmetric methyltransferase activity,molecular_function,,,605,3,plasma membrane,0,0.16
GO:0004550,30,nucleoside diphosphate kinase activity,molecular_function,,,497,3,carbohydrate phosphatase activity,0,0.23
GO:0043027,27,cysteine-type endopeptidase inhibitor activity involved in apoptotic process,molecular_function,,,560,3,cell junction,0,0.22
GO:0043236,27,laminin binding,molecular_function,,,550,3,cytoskeleton,0,0.23
GO:0035615,23,clathrin adaptor activity,molecular_function,,,633,3,protein targeting to ER,0,0.33
GO:0070330,29,aromatase activity,molecular_function,,,518,3,cellular response to starvation,0,0.3
GO:0016746,24,acyltransferase activity,molecular_function,,,616,3,transferase activity,0,0.24
GO:0015106,25,bicarbonate transmembrane transporter activity,molecular_function,,,582,3,phospholipid translocation,0,0.43
GO:0004620,23,phospholipase activity,molecular_function,,,643,3,cyclic nucleotide-gated channel activity,0,0.28
GO:0051880,17,G-quadruplex DNA binding,molecular_function,,,836,4,positive regulation of protein kinase activity,0,0.27
GO:0004300,20,enoyl-CoA hydratase activity,molecular_function,,,714,4,protein complex binding,0,0.19
GO:0008568,20,microtubule severing ATPase activity,molecular_function,,,718,4,protein import,0,0.41
GO:0140597,20,protein carrier chaperone,molecular_function,,,723,4,protein targeting to mitochondrion,0,0.28
GO:0004931,17,extracellularly ATP-gated monoatomic cation channel activity,molecular_function,,,819,4,G-protein coupled receptor activity,0,0.22
GO:0001091,15,RNA polymerase II general transcription initiation factor binding,molecular_function,,,917,4,DNA replication,0,0.37
GO:0004862,17,cAMP-dependent protein kinase inhibitor activity,molecular_function,,,822,4,protein kinase activity,0,0.21
GO:0015213,17,uridine transmembrane transporter activity,molecular_function,,,833,4,voltage-gated ion channel activity,0,0.33
GO:0010485,17,histone H4 acetyltransferase activity,molecular_function,,,838,4,cell cycle arrest,0,0.23
GO:0008517,17,folic acid transmembrane transporter activity,molecular_function,,,821,4,carbohydrate metabolic process,0,0.23
GO:0047066,13,phospholipid-hydroperoxide glutathione peroxidase activity,molecular_function,,,1014,5,cell junction assembly,0,0.32
GO:0008486,13,diphosphoinositol-polyphosphate diphosphatase activity,molecular_function,,,1013,5,tRNA aminoacylation,0,0.3
GO:0004629,13,phospholipase C activity,molecular_function,,,1043,5,cyclic nucleotide-gated channel activity,0,0.19
GO:0050146,14,nucleoside phosphotransferase activity,molecular_function,,,948,5,cell division,0,0.3
GO:0061513,12,glucose 6-phosphate:phosphate antiporter activity,molecular_function,,,1090,5,positive regulation of cell growth,0,0.25
GO:0035612,12,AP-2 adaptor complex binding,molecular_function,,,1104,5,protein complex,0,0.27
GO:0019841,14,retinol binding,molecular_function,,,999,5,phosphatase activity,0,0.31
GO:0008384,12,IkappaB kinase activity,molecular_function,,,1140,5,RNA 3'-phosphatase activity,0,0.23
GO:0047024,13,"5alpha-androstane-3beta,17beta-diol dehydrogenase activity",molecular_function,,,1033,5,cellular response to starvation,0,0.35
GO:0030298,13,receptor signaling protein tyrosine kinase activator activity,molecular_function,,,1031,5,plasma membrane,0,0.26
GO:0004831,9,tyrosine-tRNA ligase activity,molecular_function,,,1354,6,adenylate cyclase activity,0,0.41
GO:0140537,11,transcription regulator activator activity,molecular_function,,,1174,6,positive regulation of protein localization,0,0.28
GO:0036041,9,long-chain fatty acid binding,molecular_function,,,1370,6,cell junction,0,0.21
GO:0001181,10,RNA polymerase I general transcription initiation factor activity,molecular_function,,,1235,6,tyrosine kinase activity,0,0.18
GO:0005298,9,proline:sodium symporter activity,molecular_function,,,1326,6,phospholipid translocase activity,0,0.25
GO:0042806,10,fucose binding,molecular_function,,,1257,6,protein binding,0,0.19
GO:0060228,9,phosphatidylcholine-sterol O-acyltransferase activator activity,molecular_function,,,1363,6,peptidyl-amidation,0,0.38
GO:0004605,9,phosphatidate cytidylyltransferase activity,molecular_function,,,1319,6,Monooxygenase activity,0,0.29
GO:0001635,9,calcitonin gene-related peptide receptor activity,molecular_function,,,1336,6,cell-cell recognition,0,0.18
GO:0004478,9,methionine adenosyltransferase activity,molecular_function,,,1373,6,protein kinase activity,0,0.26
GO:0003958,9,NADPH-hemoprotein reductase activity,molecular_function,,,1405,7,inorganic diphosphatase activity,0,0.23
GO:0004559,8,alpha-mannosidase activity,molecular_function,,,1491,7,phospholipase A2 activity,0,0.28
GO:0070891,8,lipoteichoic acid binding,molecular_function,,,1530,7,cellular response to nutrient levels,0,0.29
GO:0050483,8,IMP 5'-nucleotidase activity,molecular_function,,,1480,7,cell-cell recognition,0,0.28
GO:0005368,8,taurine transmembrane transporter activity,molecular_function,,,1417,7,transmembrane transporter activity,0,0.2
GO:0030144,9,"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase activity",molecular_function,,,1396,7,plasma membrane,0,0.15
GO:0017064,8,fatty acid amide hydrolase activity,molecular_function,,,1463,7,RNA binding,0,0.2
GO:0050544,8,arachidonic acid binding,molecular_function,,,1526,7,cell division,0,0.27
GO:0044390,9,ubiquitin-like protein conjugating enzyme binding,molecular_function,,,1407,7,cellular response to starvation,0,0.23
GO:0004111,8,creatine kinase activity,molecular_function,,,1500,7,ATPase activity,0,0.32
GO:0008117,6,sphinganine-1-phosphate aldolase activity,molecular_function,,,1821,8,H2O dehydrogenase (accepting hydrogen) activity,0,1.03
GO:0004174,7,electron-transferring-flavoprotein dehydrogenase activity,molecular_function,,,1716,8,iron-sulfur cluster binding,0,0.28
GO:0004321,7,fatty-acyl-CoA synthase activity,molecular_function,,,1725,8,protein complex binding,0,0.3
GO:0005334,7,norepinephrine:sodium symporter activity,molecular_function,,,1636,8,UDP-N-acetylglucosamine diphosphorylase activity,0,0.29
GO:0003986,7,acetyl-CoA hydrolase activity,molecular_function,,,1741,8,DNA topoisomerase activity,0,0.46
GO:0043262,6,ADP phosphatase activity,molecular_function,,,1845,8,cellular response to nutrient levels,0,0.32
GO:0035250,7,UDP-galactosyltransferase activity,molecular_function,,,1707,8,cellular response to starvation,0,0.35
GO:0141185,7,UFM1-modified protein reader activity,molecular_function,,,1654,8,protein targeting to mitochondrion,0,0.24
GO:0071667,6,DNA/RNA hybrid binding,molecular_function,,,1787,8,cellular response to nutrient levels,0,0.2
GO:0004489,7,methylenetetrahydrofolate reductase (NAD(P)H) activity,molecular_function,,,1721,8,phospholipid biosynthetic process,0,0.48
GO:0140825,6,lactoperoxidase activity,molecular_function,,,1901,9,protein targeting to mitochondria,0,0.5
GO:0008597,6,calcium-dependent protein serine/threonine phosphatase regulator activity,molecular_function,,,1985,9,embryonic development ending in birth,0,0.22
GO:0046977,6,TAP binding,molecular_function,,,1934,9,integral component of membrane,0,0.23
GO:0002046,5,opsin binding,molecular_function,,,2053,9,cytolysis,0,0.22
GO:0008934,6,inositol monophosphate 1-phosphatase activity,molecular_function,,,1976,9,protein kinase C-activating phosphatase activity,0,0.4
GO:0004333,5,fumarate hydratase activity,molecular_function,,,2067,9,inositol-3-phosphatase activity,0,0.36
GO:0004967,5,glucagon receptor activity,molecular_function,,,2071,9,thrombin receptor activity,0,0.18
GO:0001602,6,pancreatic polypeptide receptor activity,molecular_function,,,1990,9,mitotic spindle organization,0,0.33
GO:0008761,5,UDP-N-acetylglucosamine 2-epimerase activity,molecular_function,,,2006,9,RNA secondary structure prediction,0,0.27
GO:0005283,6,amino acid:sodium symporter activity,molecular_function,,,1908,9,ionotropic glutamate receptor activity,0,0.36
GO:0000252,5,C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity,molecular_function,,,2277,10,cytoskeleton,0,0.26
GO:0004631,5,phosphomevalonate kinase activity,molecular_function,,,2173,10,cell wall organization and biogenesis,0,0.25
GO:0019797,5,procollagen-proline 3-dioxygenase activity,molecular_function,,,2266,10,cell wall organization,0,0.24
GO:0044388,5,small protein activating enzyme binding,molecular_function,,,2106,10,protein targeting to membrane,0,0.21
GO:0002951,5,leukotriene-C(4) hydrolase,molecular_function,,,2112,10,ficolin-1 binding,0,0.29
GO:0003951,4,NAD+ kinase activity,molecular_function,,,2294,10,inorganic diphosphatase activity,0,0.21
GO:0005094,5,Rho GDP-dissociation inhibitor activity,molecular_function,,,2152,10,GTPase activator activity,0,0.21
GO:0120170,5,intraciliary transport particle B binding,molecular_function,,,2089,10,microtubule,0,0.17
GO:1904768,5,all-trans-retinol binding,molecular_function,,,2129,10,positive regulation of protein kinase activity,0,0.27
GO:0004775,5,succinate-CoA ligase (ADP-forming) activity,molecular_function,,,2157,10,DNA replication,0,0.22
GO:0003983,4,UTP:glucose-1-phosphate uridylyltransferase activity,molecular_function,,,2529,11,DNA topoisomerase activity,0,0.43
GO:0140563,4,"UDP-D-xylose:beta-D-glucoside alpha-1,3-D-xylosyltransferase activity",molecular_function,,,2423,11,positive regulation of protein kinase activity,0,0.65
GO:0052839,4,inositol diphosphate tetrakisphosphate kinase activity,molecular_function,,,2379,11,regulation of protein kinase activity,0,0.17
GO:1903981,4,enterobactin binding,molecular_function,,,2439,11,positive regulation of protein kinase activity,0,0.25
GO:0071424,4,rRNA (cytosine-N4-)-methyltransferase activity,molecular_function,,,2424,11,cellular response to nutrient levels,0,0.19
GO:0141106,4,tRNA methyltransferase activator activity,molecular_function,,,2349,11,positive regulation of protein kinase activity,0,0.33
GO:0061711,4,N(6)-L-threonylcarbamoyladenine synthase activity,molecular_function,,,2372,11,positive regulation of protein secretion,0,0.19
GO:0004572,4,"mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase activity",molecular_function,,,2343,11,DNA replication,0,0.3
GO:0004505,4,phenylalanine 4-monooxygenase activity,molecular_function,,,2532,11,aldehyde dehydrogenase (NAD+) activity,0,0.4
GO:0034875,4,caffeine oxidase activity,molecular_function,,,2525,11,vesicle docking,0,0.28
GO:0015024,3,glucuronate-2-sulfatase activity,molecular_function,,,2666,12,cell-cell adhesion,0,0.26
GO:0047939,4,L-glucuronate reductase activity,molecular_function,,,2570,12,cellular response to external stimulus,0,0.36
GO:0050201,4,fucokinase activity,molecular_function,,,2609,12,cell wall organization,0,0.39
GO:0003858,4,3-hydroxybutyrate dehydrogenase activity,molecular_function,,,2636,12,copper ion binding,0,0.4
GO:0045029,3,G protein-coupled UDP receptor activity,molecular_function,,,2657,12,protein complex,0,0.2
GO:0047800,4,cysteamine dioxygenase activity,molecular_function,,,2559,12,cell wall organization,0,0.55
GO:0097003,4,adipokinetic hormone receptor activity,molecular_function,,,2630,12,cellular response to nutrient levels,0,0.33
GO:0160107,3,tRNA (adenine(58)-N1)-methyltransferase activity,molecular_function,,,2762,12,protein targeting to mitochondrion,0,0.67
GO:0060002,4,plus-end directed microfilament motor activity,molecular_function,,,2613,12,cell wall organization,0,0.41
GO:0033749,3,histone H4R3 demethylase activity,molecular_function,,,2662,12,positive regulation of protein localization,0,0.19
GO:0140486,3,zinc ion sequestering activity,molecular_function,,,2866,13,protein targeting to ER,0,0.2
GO:0004641,3,phosphoribosylformylglycinamidine cyclo-ligase activity,molecular_function,,,2959,13,2-methyl-3-hydroxyphytanoyl-CoA lyase activity,0,0.33
GO:0043185,3,vascular endothelial growth factor receptor 3 binding,molecular_function,,,2826,13,protein complex,0,0.59
GO:0004648,3,O-phospho-L-serine:2-oxoglutarate aminotransferase activity,molecular_function,,,2953,13,deoxyhypusine hydroxylase activity,0,0.45
GO:2001065,3,mannan binding,molecular_function,,,2911,13,positive regulation of protein kinase activity,0,0.36
GO:0140355,3,cargo receptor ligand activity,molecular_function,,,2874,13,protein targeting to lysosome membrane,0,0.42
GO:0052832,3,inositol monophosphate 3-phosphatase activity,molecular_function,,,2811,13,cell-cell adhesion,0,0.26
GO:0005153,3,interleukin-8 receptor binding,molecular_function,,,2997,13,phospholipase C activity,0,0.74
GO:0047506,3,(deoxy)adenylate kinase activity,molecular_function,,,2776,13,positive regulation of cell growth,0,0.62
GO:0004337,3,geranyltranstransferase activity,molecular_function,,,2920,13,inositol-3-phosphatase activity,0,0.4
GO:0106226,2,peptide 2-hydroxyisobutyryltransferase activity,molecular_function,,,3217,14,protein targeting to ER,0,0.48
GO:0051903,3,S-(hydroxymethyl)glutathione dehydrogenase [NAD(P)+] activity,molecular_function,,,3037,14,positive regulation of cell proliferation,0,0.34
GO:0004655,3,porphobilinogen synthase activity,molecular_function,,,3110,14,phospholipase A2 activity,0,0.54
GO:0004057,3,arginyl-tRNA--protein transferase activity,molecular_function,,,3054,14,lipid biosynthetic process,0,0.37
