hpo_id,hpo_term,pmc_term_hits,hpo_annotation_count,pmc_hpo_id_hits,Match,Rank,Bin,predicted_hpo_term,pmatch,processing_time
HP:0025148,Dark choroid,17929,1,0,0,8405,10,Hypoplasia of the corpus callosum,0,0.41
HP:0030499,Macular drusen,10389,6,0,0,9204,10,Hypoplasia of the skin,0,0.28
HP:0005222,Bowel diverticulosis,13607,1,0,0,8787,10,Hypoplasia of the skin,0,0.21
HP:0010909,Abnormal circulating arginine concentration,12574,2,0,0,8916,10,Hypoplasia of the skin,0,0.25
HP:0030409,Renal transitional cell carcinoma,14270,1,0,0,8705,10,Short neck,0,0.19
HP:3000043,Abnormal facial vein morphology,10737,1,0,0,9159,10,Craniosynostosis,0,0.22
HP:0030043,Hip subluxation,14883,30,0,0,8646,10,Hypoplasia of the skin,0,0.29
HP:0002406,Limb dysmetria,16265,13,0,0,8537,10,Hypertelorism,0,0.21
HP:0034588,Crypt hyperplasia,10743,1,0,0,9158,10,Craniofacial dysmorphism,0,0.25
HP:0011830,Abnormal oral mucosa morphology,18291,15,0,0,8375,10,Hypertelorism,0,0.2
HP:0004345,Ganglioside accumulation,13272,4,0,0,8822,10,Hypoplasia of the skin,0,0.26
HP:0004394,Multiple gastric polyps,15997,11,0,0,8558,10,Hypoplasia of the skin,0,0.24
HP:0009050,Quadriceps muscle atrophy,13919,9,0,0,8731,10,Hypoplasia of the skin,0,0.22
HP:0030095,Reduced muscle collagen VI,17418,3,0,0,8460,10,Craniosynostosis,0,267.52
HP:0009461,Short 3rd finger,16712,1,0,0,8503,10,Hypoplasia of the skin,0,207.45
HP:0012473,Tongue atrophy,16962,25,0,0,8487,10,Hypoplasia of the skin,0,0.42
HP:0005964,Intermittent hypothermia,8140,2,0,0,9618,11,Craniosynostosis,0,0.23
HP:0006433,Radial dysplasia,9069,2,0,0,9439,11,Hypoplasia of the skin,0,0.25
HP:0010822,Scintillating scotoma,9872,2,0,0,9297,11,Hypertelorism,0,0.28
HP:0030816,Gingival recession,7220,6,0,0,9846,11,Hypoplasia of the skin,0,0.27
HP:0004510,Pancreatic islet-cell hyperplasia,9039,11,0,0,9442,11,Hypertelorism,0,0.27
HP:0030235,Extremely elevated creatine kinase,7432,3,0,0,9794,11,Hypoplasia of the corpus callosum,0,0.3
HP:0002530,Axial dystonia,6887,19,0,0,9932,11,Hypoplasia of the skin,0,0.25
HP:0008191,Thyroid agenesis,6000,7,0,0,10152,11,Hypoplasia of the skin,0,0.22
HP:0025416,Vaginal stricture,5905,2,0,0,10177,11,Hypoplasia of the corpus callosum,0,0.29
HP:0004931,Arteriosclerosis of small cerebral arteries,7275,2,0,0,9835,11,Hypertelorism,0,0.28
HP:0031468,Separation insecurity,9443,1,0,0,9367,11,Cranial nerve paralysis,0,0.2
HP:0030914,Abnormal peristalsis,9746,2,0,0,9318,11,Hypoplasia of the skin,0,0.31
HP:0012218,Alveolar soft part sarcoma,6085,1,0,0,10123,11,Hypoplasia of the skin,0,0.34
HP:0010676,Mechanical ileus,9108,1,0,0,9432,11,Hypoplasia of the skin,0,0.25
HP:0005950,Laryngeal web,9587,6,0,0,9346,11,Hypertelorism,0,0.38
HP:0003166,Increased urinary taurine,6602,5,0,0,9997,11,Hypoplasia of the skin,0,0.26
HP:0430074,Increased circulating beta-carotene concentration,5999,1,0,0,10153,11,Hypoplasia of the corpus callosum,0,0.25
HP:0012230,Rhegmatogenous retinal detachment,5923,7,0,0,10170,11,Hypoplasia of the skin,0,0.28
HP:0010997,Chromosomal breakage induced by ionizing radiation,5831,3,0,0,10200,11,Craniosynostosis,0,0.27
HP:0030416,Vulvar neoplasm,7207,2,0,0,9854,11,Craniosynostosis,0,0.22
HP:0031219,Reduced radioactive iodine uptake,9126,7,0,0,9425,11,Hypoplasia of the corpus callosum,0,0.3
HP:0100960,Lateral ventricular asymmetry,6141,3,0,0,10115,11,Craniosynostosis,0,0.24
HP:0500253,Increased level of gamma-aminobutyric acid in urine,5843,1,0,0,10199,11,Hypoplasia of the corpus callosum,0,0.23
HP:0012787,Recurrent pyelonephritis,8955,1,0,0,9455,11,Short neck,0,0.18
HP:0030410,Sebaceous gland carcinoma,6149,1,0,0,10111,11,Hypoplasia of the skin,0,0.36
HP:0025028,Abnormal enteric nervous system morphology,6181,1,0,0,10103,11,Hypoplasia of the skin,0,0.25
HP:0009714,Abnormal epididymis morphology,7165,2,0,0,9863,11,Craniosynostosis,0,0.24
HP:0030584,Color vision test abnormality,7093,3,0,0,9878,11,Hypoplasia of the skin,0,0.23
HP:0025312,Esophoria,5816,8,0,0,10206,11,Hypoplasia of the corpus callosum,0,0.32
HP:0012551,Absent neutrophil specific granules,8141,2,0,0,9617,11,Hypoplasia of the skin,0,0.25
HP:0034681,Finger joint contracture,4106,5,0,0,10885,12,Craniofacial dysmorphism,0,0.28
HP:0012150,Single lineage myelodysplasia,3995,2,0,0,10938,12,Hypoplasia of the skin,0,0.34
HP:0410400,Absent sebaceous glands,3962,1,0,0,10965,12,Abnormality of the dentition,0,0.21
HP:0012113,Abnormal circulating creatine concentration,5403,2,0,0,10358,12,Hypoplasia of the pancreas,0,0.25
HP:0034288,Elevated circulating reverse T3 concentration,5364,2,0,0,10370,12,Cranial nerve involvement,0,0.28
HP:0004231,Carpal bone aplasia,4865,5,0,0,10574,12,Hypoplasia of the skin,0,0.24
HP:0002139,Arrhinencephaly,4925,23,0,0,10542,12,Hypoplasia of the skin,0,0.36
HP:0010915,Abnormal circulating pyruvate family amino acid concentration,3937,1,0,0,10974,12,Hypertension,0,0.2
HP:0031939,Conus terminalis arteriovenous malformation,3970,1,0,0,10959,12,Craniofacial dysmorphism,0,0.46
HP:0004732,Impaired renal uric acid clearance,5655,3,0,0,10250,12,Hypertelorism,0,0.18
HP:0002655,Spondyloepiphyseal dysplasia,5748,29,0,0,10223,12,Hypertelorism,0,0.19
HP:0025195,Central diaphragmatic hernia,5421,2,0,0,10343,12,Craniofacial dysmorphism,0,0.27
HP:0100838,Recurrent cutaneous abscess formation,4237,15,0,0,10836,12,Hypoplasia of the corpus callosum,0,0.25
HP:0033117,Duodenitis,4995,3,0,0,10514,12,Craniofacial dysmorphism,0,0.21
HP:0007886,Absent extraocular muscles,5105,1,0,0,10470,12,Hypoplasia of the skin,0,0.24
HP:0030338,Abnormal circulating gonadotropin concentration,5608,1,0,0,10271,12,Hypoplasia of the skin,0,0.21
HP:0008707,Absent scrotum,5439,4,0,0,10336,12,Hypoplasia of the skin,0,0.23
HP:0009473,Joint contracture of the hand,4055,81,0,0,10912,12,Hypoplasia of the skin,0,0.23
HP:0008390,Recurrent loss of toenails and fingernails,4035,3,0,0,10921,12,Hypoplasia of the skin,0,0.2
HP:0032724,Focal impaired awareness tonic seizure,5238,1,0,0,10413,12,Hypoplasia of the skin,0,0.27
HP:0030745,Dilatation of the ductus arteriosus,4886,6,0,0,10563,12,Hypoplasia of the skin,0,0.52
HP:0012148,Multiple lineage myelodysplasia,3966,3,0,0,10962,12,Hypoplasia of the corpus callosum,0,0.37
HP:0007504,Diffuse slow skin atrophy,5741,1,0,0,10226,12,Hypoplasia of the skin,0,0.24
HP:0011483,Anterior synechiae of the anterior chamber,4817,12,0,0,10593,12,Hypertension,0,0.3
HP:0012732,Anorectal anomaly,3734,14,0,0,11066,12,Craniosynostosis,0,0.31
HP:0031372,Cold paresis,5027,3,0,0,10501,12,Hypoplasia of the skin,0,0.22
HP:0008132,Medial rotation of the medial malleolus,4029,1,0,0,10925,12,Hypoplasia of the skin,0,0.28
HP:0034985,Reduced cellular cobalamin uptake,4783,1,0,0,10604,12,Cranial nerve involvement,0,0.25
HP:0031877,Elevated circulating hepcidin concentration,3766,4,0,0,11054,12,Hypoplasia of the corpus callosum,0,0.25
HP:0004704,Short fifth metatarsal,3663,11,0,0,11097,12,Hypertelorism,0,360.35
HP:0007628,Mandibular condyle hypoplasia,2326,5,0,0,11933,13,Hypoplasia of the skin,0,0.45
HP:0008461,Cervical vertebral facet hypoplasia,3028,1,0,0,11444,13,Hypoplasia of the skin,0,0.44
HP:0012016,EEG with occipital focal spikes,3192,2,0,0,11349,13,Hypoplasia of the skin,0,0.23
HP:0200049,Upper limb hypertonia,3343,7,0,0,11268,13,Short neck,0,0.17
HP:0003183,Wide pubic symphysis,2555,7,0,0,11765,13,Short neck,0,0.17
HP:0012872,Abnormal vas deferens morphology,2412,2,0,0,11876,13,Hypoplasia of the pancreas,0,0.32
HP:0007768,Central retinal vessel vascular tortuosity,3289,5,0,0,11295,13,Hypodontia,0,0.19
HP:0004269,Subluxation of the small joints of the hand,2227,2,0,0,12016,13,Hypoplasia of the skin,0,0.23
HP:0031171,Femoral spur,2164,1,0,0,12068,13,Short neck,0,0.18
HP:0001474,Sclerotic scapulae,2745,3,0,0,11643,13,Hypertelorism,0,0.24
HP:0011546,Abnormal atrioventricular connection,3321,1,0,0,11280,13,Hypoplasia of the skin,0,0.23
HP:0001070,Mottled pigmentation,2291,8,0,0,11958,13,Hypoplasia of the skin,0,0.69
HP:0000471,Gastrointestinal angiodysplasia,2211,9,0,0,12024,13,Hypertelorism,0,0.2
HP:6000139,Splinter hemorrhages,2240,1,0,0,12005,13,Hypoplasia of the corpus callosum,0,0.22
HP:0031504,Foamy urine,2935,3,0,0,11509,13,Craniosynostosis,0,0.23
HP:0009077,Weakness of long finger extensor muscles,3467,10,0,0,11205,13,Hypoplasia of the skin,0,0.23
HP:0000145,Transverse vaginal septum,2160,4,0,0,12071,13,Hypertelorism,0,0.25
HP:0100040,Broad 2nd toe,2419,4,0,0,11871,13,Hypertension,0,0.2
HP:0009717,Cortical tubers,3079,4,0,0,11411,13,Hypoplasia of the skin,0,0.31
HP:0009722,Dental enamel pits,2618,11,0,0,11719,13,Hypoplasia of the skin,0,337.53
HP:6000483,Empty sella turcica,2211,1,0,0,12025,13,Craniosynostosis,0,0.38
HP:0034324,Brachiocephalic artery aneurysm,3248,1,0,0,11324,13,Craniofacial dysmorphism,0,0.25
HP:0034180,Fusion of the caudate and putamen,3566,1,0,0,11149,13,Abnormality of the face,0,257.01
HP:0009085,Alveolar ridge overgrowth,3215,18,0,0,11341,13,Craniosynostosis,0,0.37
HP:0012817,Noncompaction cardiomyopathy,3017,7,0,0,11449,13,Hypoplasia of the skin,0,0.35
HP:0025389,Pulmonary interstitial high-resolution computed tomography abnormality,2875,1,0,0,11547,13,Hypoplastic toenails,0,0.32
HP:0005060,Limited elbow flexion/extension,2299,3,0,0,11953,13,Hypertelorism,0,0.26
HP:0001151,Impaired horizontal smooth pursuit,2188,8,0,0,12042,13,Hypertelorism,0,0.19
HP:0032025,Reduced circulating alpha-1-antitrypsin concentration,2835,2,0,0,11578,13,Hypoplasia of the pancreas,0,0.21
HP:0033812,Decreased circulating androstenedione concentration,3303,1,0,0,11286,13,Hypoplasia of the skin,0,0.21
HP:0100306,Muscle fiber hyaline bodies,1980,1,0,0,12231,14,Hypoplasia of the skin,0,0.3
HP:0400000,Tall chin,1783,7,0,0,12418,14,Short stature,0,0.16
HP:0012259,Absent inner and outer dynein arms,1408,5,0,0,12835,14,Hypoplasia of the skin,0,0.22
HP:0045044,Decreased circulating complement C4b concentration,1518,1,0,0,12708,14,Craniofacial dysmorphism,0,0.22
HP:0034773,Oscillopsia,1562,1,0,0,12663,14,Craniosynostosis,0,0.38
HP:0009729,Cardiac rhabdomyoma,1351,6,0,0,12907,14,Hypoplasia of the skin,0,19.05
HP:0020074,Crystalluria,1552,3,0,0,12676,14,Hypoplasia of the skin,0,0.24
HP:0000227,Tongue telangiectasia,1813,4,0,0,12386,14,Hypertelorism,0,0.43
HP:0006149,Increased laxity of fingers,1662,3,0,0,12561,14,Craniosynostosis,0,0.33
HP:0008336,Complex organic aciduria,1932,2,0,0,12280,14,Hypertelorism,0,0.25
HP:0100301,Muscle fiber tubular inclusions,1310,4,0,0,12959,14,Hypertension,0,0.19
HP:0034383,Elevated circulating biliverdin concentration,1413,1,0,0,12830,14,Abnormality of the eye,0,0.26
HP:0002991,Abnormal fibula morphology,2136,24,0,0,12095,14,Hypoplasia of the skin,0,0.27
HP:6000619,Reduced phosphoenolpyruvate carboxykinase activity in cultured fibroblasts,1609,1,0,0,12619,14,Abnormality of the eye,0,0.33
HP:0030736,Sacrococcygeal teratoma,1501,5,0,0,12730,14,Abnormality of the face,0,0.19
HP:0007481,Hyperpigmented nevi,1362,6,0,0,12894,14,Hypoplasia of the skin,0,0.27
HP:0008422,Vertebral wedging,1977,16,0,0,12238,14,Hypoplasia of the skin,0,0.27
HP:0025403,Stooped posture,1401,10,0,0,12843,14,Craniosynostosis,0,0.25
HP:6000334,Reduced hepatic ornithine transcarbamylase activity,1509,1,0,0,12719,14,Hypoplastic nails,0,0.22
HP:0012680,Abnormality of the pineal gland,1393,1,0,0,12853,14,Craniosynostosis,0,0.26
HP:0200105,Absent fifth toenail,1700,2,0,0,12517,14,Craniofacial dysmorphism,0,0.23
HP:0034703,Keratinocyte vacuolization,1726,1,0,0,12485,14,Hypoplasia of the corpus callosum,0,380.97
HP:0030428,Cutaneous myxoma,1430,3,0,0,12807,14,Hypoplasia of the skin,0,0.29
HP:0031549,Lymphocytoma cutis,1316,1,0,0,12948,14,Craniosynostosis,0,0.24
HP:0002867,Abnormal ilium morphology,1276,9,0,0,12997,14,Hypertelorism,0,0.21
HP:0005210,Hypoplastic colon,1972,1,0,0,12245,14,Cataract,0,0.3
HP:0003140,T-wave inversion in the right precordial leads,1950,2,0,0,12268,14,Hypoplasia of the skin,0,81.83
HP:0032592,Aplasia of the right hemidiaphragm,1518,2,0,0,12706,14,Hypertelorism,0,0.25
HP:0002786,Tracheobronchomalacia,1327,14,0,0,12941,14,Hypertelorism,0,0.26
HP:0006285,Enamel hypomineralization,1614,11,0,0,12606,14,Hypoplasia of the skin,0,0.32
HP:0007098,Paroxysmal choreoathetosis,820,4,0,0,13740,15,Hypoplasia of the skin,0,0.27
HP:0012033,Sacral lipoma,1214,5,0,0,13080,15,Hypoplasia of the pancreas,0,0.32
HP:0005059,Arthralgia/arthritis,783,4,0,0,13828,15,Hypertelorism,0,0.21
HP:0032161,Coccidioidal meningitis,792,1,0,0,13810,15,Hypoplasia of the skin,0,0.25
HP:0030044,Flexion contracture of digit,951,4,0,0,13498,15,Abnormality of the skin,0,0.23
HP:0011388,Enlarged cochlear aqueduct,1161,3,0,0,13162,15,Hypoplasia of the skin,0,0.28
HP:0005211,Midgut malrotation,1154,5,0,0,13179,15,Hypertelorism,0,0.22
HP:0009100,Thick anterior alveolar ridges,900,2,0,0,13602,15,Hypoplasia of the skin,0,0.25
HP:0004472,Mandibular hyperostosis,1097,1,0,0,13267,15,Hypoplasia of the skin,0,0.21
HP:0025552,Periorbital purpura,942,1,0,0,13523,15,Craniofacial dysmorphism,0,0.22
HP:0034319,CNS vasculitis with reactivation of varicella-zoster virus,863,1,0,0,13660,15,Craniofacial dysmorphism,0,0.28
HP:0007486,Cavernous hemangioma of the face,1134,4,0,0,13203,15,Hypoplasia of the musculature,0,0.28
HP:0025677,Fetal chylothorax,742,1,0,0,13908,15,Hypoplasia of the corpus callosum,0,0.29
HP:0007979,Gaze-evoked horizontal nystagmus,1160,21,0,0,13165,15,Hypoplasia of the nasal alae,0,0.25
HP:0011746,Secretory adrenocortical adenoma,793,2,0,0,13808,15,Hypertelorism,0,0.33
HP:0002545,Patchy demyelination of subcortical white matter,1120,4,0,0,13223,15,Hypoplasia of the skin,0,534.45
HP:4000165,Decreased circulating plasmalogen concentration,1106,1,0,0,13254,15,Hypoplasia of the corpus callosum,0,0.57
HP:0100856,Poorly ossified vertebrae,1158,3,0,0,13173,15,Craniofacial dysmorphism,0,0.26
HP:0007841,Amyloid deposition in the vitreous humor,1082,1,0,0,13287,15,Hypoplasia of the skin,0,0.21
HP:0007937,Reticular pigmentary degeneration,846,4,0,0,13700,15,Hypoplasia of the skin,0,0.26
HP:0200068,Nonprogressive visual loss,1179,2,0,0,13134,15,Short neck,0,0.22
HP:0031800,Elevated circulating apolipoprotein A-II concentration,777,2,0,0,13841,15,Hypoplasia of the skin,0,0.21
HP:0007545,Congenital palmoplantar hyperkeratosis,1041,3,0,0,13349,15,Hypoplasia of the skin,0,0.25
HP:0006308,Atrophy of alveolar ridges,910,6,0,0,13579,15,Hypertelorism,0,0.2
HP:0001102,Angioid streaks of the fundus,1226,11,0,0,13068,15,Hypertelorism,0,34.96
HP:0003538,Increased iduronate sulfatase level,787,4,0,0,13823,15,Hypoplasia of the skin,0,0.28
HP:0009602,Abnormality of thumb phalanx,913,2,0,0,13572,15,Hypertension,0,0.19
HP:0001495,Carpal osteolysis,1169,5,0,0,13146,15,Hypertelorism,0,0.2
HP:0004434,Decreased circulating complement C8 concentration,1138,2,0,0,13198,15,Hypoplasia of the skin,0,0.21
HP:0031512,Abnormal cutaneous collagen fibril morphology,746,1,0,0,13902,15,Hypoplasia of the skin,0,0.22
HP:0410395,"Increased proportion of effector memory CD8-positive, alpha-beta T cells",674,2,0,0,14073,16,Abnormality of the eye,0,0.32
HP:0100869,Palmar telangiectasia,596,6,0,0,14265,16,Hypertension,0,0.24
HP:0004699,Osteoporotic metatarsal,730,1,0,0,13936,16,Hypoplasia of the skin,0,0.26
HP:0025358,Uveal ectropion,565,6,0,0,14350,16,Craniofacial dysmorphism,0,0.25
HP:0008001,Foveal hyperpigmentation,631,4,0,0,14173,16,Hypertension,0,0.32
HP:0025081,Darier's sign,415,4,0,0,14805,16,Craniofacial dysmorphism,0,0.24
HP:0010593,Abnormal fibular epiphysis morphology,506,1,0,0,14502,16,Hypertelorism,0,0.19
HP:0034174,Reduced circulating interleukin 27 concentration,683,1,0,0,14054,16,Craniosynostosis,0,0.21
HP:0410074,Increased level of xylitol in urine,674,1,0,0,14074,16,Hypoplasia of the skin,0,0.45
HP:0011454,Abnormal malleus morphology,456,2,0,0,14655,16,Short neck,0,0.19
HP:0007737,Bone spicule pigmentation of the retina,718,84,0,0,13965,16,Hypoplasia of the musculature,0,0.31
HP:0031136,Decreased acrosin in sperm head,406,1,0,0,14832,16,Abnormality of the face,0,0.29
HP:0003570,Molybdenum cofactor deficiency,522,3,0,0,14469,16,Hypoplasia of the skin,0,0.34
HP:6000234,Elevated circulating dihydroxyphenylacetic acid concentration,524,1,0,0,14461,16,Hypoplasia of the skin,0,0.52
HP:0030465,Undetectable light-adapted electroretinogram,420,3,0,0,14784,16,Hypertension,0,0.29
HP:0011230,Laterally extended eyebrow,559,5,0,0,14368,16,Cranial nerve involvement,0,0.21
HP:0100380,Aplasia of the distal phalanx of the 5th toe,415,3,0,0,14806,16,Hypertension,0,0.32
HP:0006106,Absent trapezoid bone,710,1,0,0,13985,16,Hypertelorism,0,0.25
HP:6000989,Slit-like lateral ventricle,594,1,0,0,14270,16,Craniofacial dysmorphism,0,0.27
HP:0003744,Genetic anticipation with paternal anticipation bias,691,2,0,0,14035,16,Hypoplasia of the skin,0,0.28
HP:0004913,Intermittent lactic acidemia,614,3,0,0,14219,16,Hypoplasia of the skin,0,0.23
HP:0005592,Giant melanosomes in melanocytes,409,5,0,0,14822,16,Hypoplasia of the skin,0,0.34
HP:0031087,Absent pubertal growth spurt,708,6,0,0,13990,16,Craniosynostosis,0,0.21
HP:0025239,Subhyaloid hemorrhage,681,1,0,0,14060,16,Craniofacial dysmorphism,0,0.28
HP:0008345,Hypoplasia of the iris dilator muscle,399,1,0,0,14855,16,Hypertelorism,0,0.21
HP:0025115,Civatte bodies,403,1,0,0,14848,16,Hypoplasia of the skin,0,0.24
HP:0033976,Volar fingernail,685,1,0,0,14050,16,Cranial nerve involvement,0,0.21
HP:0010037,Aplasia of the 2nd metacarpal,631,1,0,0,14174,16,Hypertension,0,0.2
HP:0010693,Pulverulent cataract,484,6,0,0,14566,16,Hypoplasia of the skin,0,0.37
HP:0200133,Lumbosacral meningocele,673,2,0,0,14079,16,Short neck,0,0.24
HP:0033049,Globus pallidus hypointensity on susceptibility-weighted imaging,331,5,0,0,15105,17,Cranial nerve involvement,0,0.33
HP:0030147,Truncal titubation,214,8,0,0,15677,17,Hypoplasia of the skin,0,0.19
HP:6000355,Reduced malonyl-CoA decarboxylase activity in cultured fibroblasts,251,1,0,0,15457,17,Abnormality of the face,0,0.21
HP:0006108,Tapered metacarpals,352,1,0,0,15021,17,Cataract,0,0.21
HP:0031447,Penile freckling,357,3,0,0,15007,17,Craniofacial dysmorphism,0,245.3
HP:0009739,Hypoplasia of the antihelix,374,5,0,0,14934,17,Craniofacial dysmorphism,0,0.35
HP:0007661,Abnormality of chorioretinal pigmentation,362,1,0,0,14982,17,Craniofacial dysmorphism,0,0.39
HP:0030661,Vitreous snowballs,229,2,0,0,15582,17,Craniosynostosis,0,0.46
HP:0008293,Long-chain dicarboxylic aciduria,340,1,0,0,15073,17,Hypoplasia of the skin,0,0.4
HP:0004002,Flattened radial epiphyses,271,1,0,0,15371,17,Hypertelorism,0,0.47
HP:0012425,Stercoral ulcer,344,2,0,0,15057,17,Hypoplasia of the pancreas,0,0.26
HP:0031293,Digital pitting scar,261,2,0,0,15411,17,Craniofacial dysmorphism,0,0.24
HP:0002872,"Apneic episodes precipitated by illness, fatigue, stress",223,5,0,0,15623,17,Hypoplasia of the skin,0,0.31
HP:0025151,Ganglioneuromatosis,362,1,0,0,14983,17,Craniofacial dysmorphism,0,0.26
HP:0012185,Constrictive median neuropathy,259,30,0,0,15421,17,Craniofacial dysmorphism,0,0.24
HP:0004909,Hypokalemic hypochloremic metabolic alkalosis,247,3,0,0,15485,17,Hypertelorism,0,0.35
HP:4000031,Anti-type VII collagen antibody,312,2,0,0,15191,17,Abnormality of the eye,0,0.23
HP:0012068,Aspartylglucosaminuria,354,2,0,0,15015,17,Hypoplasia of the corpus callosum,0,0.3
HP:0003021,Metaphyseal cupping,377,23,0,0,14924,17,Hypoplasia of the skin,0,0.26
HP:0030026,Squared superior portion of helix,356,1,0,0,15011,17,Short neck,0,0.24
HP:6000332,Elevated urinary indoleacetic acid level,200,1,0,0,15759,17,Craniosynostosis,0,0.32
HP:0007655,Eversion of lateral third of lower eyelids,289,10,0,0,15291,17,Hypoplasia of the skin,0,0.45
HP:0033407,Elevated urine acetoacetic acid level,351,2,0,0,15025,17,Hypoplasia of the skin,0,0.26
HP:0500262,Atrichia,304,4,0,0,15230,17,Hypoplasia of the corpus callosum,0,0.34
HP:0010749,Blepharochalasis,212,8,0,0,15695,17,Craniosynostosis,0,0.28
HP:0004423,Cranium bifidum occultum,298,5,0,0,15259,17,Hypoplasia of the skin,0,0.27
HP:6000720,Reduced tissue fatty aldehyde dehydrogenase activity,298,1,0,0,15261,17,Craniofacial dysmorphism,0,96.18
HP:0040164,Lipomas of eyelids,372,2,0,0,14938,17,Craniosynostosis,0,0.22
HP:0008117,Shortening of the talar neck,213,2,0,0,15687,17,Hypoplasia of the skin,0,0.27
HP:0001981,Schistocytosis,349,11,0,0,15037,17,Hypertelorism,0,0.4
HP:0008450,Narrow vertebral interpedicular distance,129,11,0,0,16266,18,Hypoplasia of the skin,0,0.31
HP:0009575,Triangular shaped middle phalanx of the 2nd finger,89,2,0,0,16670,18,Cataract,0,0.26
HP:0011405,Childhood onset short-limb short stature,98,2,0,0,16561,18,Hypoplasia of the skin,0,0.24
HP:0030293,Fibular metaphyseal irregularity,157,1,0,0,16044,18,Abnormality of the face,0,0.33
HP:0001060,Axillary pterygium,161,10,0,0,16019,18,Short stature,0,0.24
HP:0004676,Prominent supraorbital arches in adult,177,1,0,0,15912,18,Hypoplasia of the skin,0,0.25
HP:0032909,Focal impaired awareness automatism seizure,151,1,0,0,16088,18,Cerebellar atrophy,0,0.44
HP:0007456,Progressive reticulate hyperpigmentation,179,2,0,0,15891,18,Hypoplasia of the skin,0,0.22
HP:0034281,Phalangeal cone-shaped epiphyses,181,1,0,0,15881,18,Hypoplasia of the corpus callosum,0,0.21
HP:6000295,Persistent falcine venous sinus,135,1,0,0,16217,18,Abnormality of the eye,0,0.23
HP:0012899,Handgrip myotonia,116,11,0,0,16381,18,Craniofacial dysmorphism,0,0.31
HP:0005722,Hyperextensible thumb,168,2,0,0,15977,18,Hypoplasia of the skin,0,0.22
HP:0034081,Anti-Th/To antibody positivity,170,1,0,0,15965,18,Craniofacial dysmorphism,0,0.29
HP:0000636,Upper eyelid coloboma,125,12,0,0,16298,18,Hypoplasia of the skin,0,0.25
HP:0031174,Double-layered patella,96,2,0,0,16581,18,Hypoplasia of the skin,0,0.26
HP:0430029,Hyperplasia of the premaxilla,120,1,0,0,16348,18,Hypoplasia of the skin,0,0.24
HP:0010486,Abnormality of the hypothenar eminence,152,2,0,0,16081,18,Hypoplasia of the skin,0,0.24
HP:6000577,Reduced tissue 3-methylglutaconyl-CoA hydratase activity,91,1,0,0,16644,18,Hypoplasia of the corpus callosum,0,0.22
HP:0010455,Steep acetabular roof,100,3,0,0,16533,18,Hypoplasia of the pancreas,0,0.24
HP:6000516,Elevated circulating 21-deoxycortisol concentration,91,1,0,0,16643,18,Abnormality of the eye,0,0.24
HP:0011688,Supraventricular tachycardia with an accessory connection mediated pathway,166,3,0,0,15995,18,Hypoplasia of the skin,0,0.32
HP:4000163,Reduced phytanic acid oxidase activity in cultured fibroblasts,169,1,0,0,15970,18,Abnormality of the eye,0,0.26
HP:0200149,CSF lymphocytic pleiocytosis,181,15,0,0,15878,18,Craniofacial dysmorphism,0,0.3
HP:0034155,Anti-sp100 antibody positivity,134,1,0,0,16224,18,Hypoplasia of the corpus callosum,0,0.23
HP:6000569,Midline notching of lower lip,132,1,0,0,16237,18,Abnormality of the face,0,87.22
HP:0500046,Seborrhoeic blepharitis,150,2,0,0,16101,18,Hypoplasia of the corpus callosum,0,0.28
HP:0400002,Extra concha fold,174,1,0,0,15940,18,Short stature,0,0.22
HP:0008785,Delayed ossification of pubic rami,131,2,0,0,16245,18,Craniosynostosis,0,0.26
HP:0034273,Premature sagging cheeks,121,5,0,0,16338,18,Hypoplasia of the corpus callosum,0,0.26
HP:6000656,Papillary dermis eosinophilic hyaline material,176,1,0,0,15923,18,Abnormality of the eye,0,0.41
HP:0034006,Decreased urinary lysyl-pyridinoline-hydroxylysyl-pyridinoline ratio,78,1,0,0,16794,19,Short neck,0,0.24
HP:0002335,Agenesis of cerebellar vermis,36,30,0,0,17398,19,Hypertelorism,0,0.23
HP:0100339,Abnormality of the os naviculare pedis,47,1,0,0,17187,19,Hypertension,0,0.3
HP:0007295,Chaotic rapid conjugate ocular movements,74,1,0,0,16852,19,Hypoplasia of the skin,0,0.3
HP:0010168,Ivory epiphyses of the toes,27,1,0,0,17596,19,Hypoplasia of the skin,0,0.24
HP:0010910,Hypervalinemia,35,5,0,0,17418,19,Hypoplasia of the skin,0,0.31
HP:0034687,Impaired cerebroside sulfate hydrolysis,41,1,0,0,17305,19,Cranial nerve paralysis,0,0.33
HP:0007462,Bitot spots of the conjunctiva,74,1,0,0,16851,19,Hypoplasia of the skin,0,0.25
HP:0034706,Reduced hepatic D-glycerate kinase activity,34,1,0,0,17450,19,Hypoplasia of the skin,0,0.21
HP:0034400,Circumferential skin creases on extremities,56,2,0,0,17062,19,Hypoplasia of the skin,0,0.27
HP:0011190,Uni- and bilateral multifocal epileptiform discharges,67,1,0,0,16934,19,Hypoplasia of the skin,0,0.24
HP:0032532,Elevated CSF 4-hydroxybutyric acid concentration,27,1,0,0,17594,19,Craniosynostosis,0,0.24
HP:0004461,Congenital earlobe sinuses,32,1,0,0,17493,19,Hypertelorism,0,0.31
HP:0006450,Multicentric ossification of proximal femoral epiphyses,45,1,0,0,17219,19,Hypertelorism,0,0.24
HP:0100841,Microgastria,63,1,0,0,16980,19,Hypertension,0,0.19
