GO_ID,Count,GO_TERM,Aspect,go_id_pmc,go_term_pmc,Rank,Bin,predicted_go_term,pmatch
GO:0033081,6,regulation of T cell differentiation in thymus,biological_process,,,4986,9,regulation of protein localization,0
GO:0035112,5,genitalia morphogenesis,biological_process,,,5065,9,embryonic cleavage,0
GO:0009450,5,gamma-aminobutyric acid catabolic process,biological_process,,,5357,9,gamma-tubulin complex localization,0
GO:0043587,5,tongue morphogenesis,biological_process,,,5384,9,G-protein coupled receptor protein signaling pathway,0
GO:0006249,6,dCMP catabolic process,biological_process,,,4991,9,"DNA replication, synthesis of RNA primer",0
GO:0072189,6,ureter development,biological_process,,,4943,9,transmembrane receptor protein tyrosine kinase signaling pathway,0
GO:0072656,5,maintenance of protein location in mitochondrion,biological_process,,,5061,9,nucleosome disassembly,0
GO:0045003,4,double-strand break repair via synthesis-dependent strand annealing,biological_process,,,6010,10,multi-organism cellular process,0
GO:0033153,4,T cell receptor V(D)J recombination,biological_process,,,6072,10,regulation of RNA metabolic process,0
GO:0002313,4,mature B cell differentiation involved in immune response,biological_process,,,5714,10,L-lysine biosynthetic process via diaminopimelate,0
GO:0002074,4,extraocular skeletal muscle development,biological_process,,,6079,10,adherens junction,0
GO:0006386,4,termination of RNA polymerase III transcription,biological_process,,,5988,10,transcription from RNA polymerase II promoter,0
GO:0032507,5,maintenance of protein location in cell,biological_process,,,5549,10,maintenance of protein location,0
GO:0010694,4,positive regulation of alkaline phosphatase activity,biological_process,,,6116,10,negative regulation of protein kinase activity,0
GO:1901533,4,negative regulation of hematopoietic progenitor cell differentiation,biological_process,,,5852,10,regulation of cellular response to stress,0
GO:0008088,5,axo-dendritic transport,biological_process,,,5590,10,axon guidance,0
GO:0032348,4,negative regulation of aldosterone biosynthetic process,biological_process,,,5822,10,regulation of protein import into nucleus,0
GO:0060421,4,positive regulation of heart growth,biological_process,,,6345,11,axon extension involved in axon guidance,0
GO:1903843,3,cellular response to arsenite ion,biological_process,,,6676,11,positive regulation of cellular response to DNA damage stimulus,0
GO:0003192,3,mitral valve formation,biological_process,,,6596,11,erythrocyte development,0
GO:0031952,4,regulation of protein autophosphorylation,biological_process,,,6269,11,regulation of protein kinase activity,0
GO:0035434,4,copper ion transmembrane transport,biological_process,,,6177,11,cellular bud formation,0
GO:0071635,4,negative regulation of transforming growth factor beta production,biological_process,,,6416,11,cellular response to drug,0
GO:0060541,4,respiratory system development,biological_process,,,6159,11,response to insulin,0
GO:0060741,3,prostate gland stromal morphogenesis,biological_process,,,6622,11,regulation of cell cycle process,0
GO:1905049,4,negative regulation of metallopeptidase activity,biological_process,,,6582,11,response to lipopolysaccharide,0
GO:1905165,4,regulation of lysosomal protein catabolic process,biological_process,,,6370,11,regulation of protein localization to plasma membrane,0
GO:2001287,3,negative regulation of caveolin-mediated endocytosis,biological_process,,,7064,12,negative regulation of cell migration,0
GO:0030910,3,olfactory placode formation,biological_process,,,7171,12,ciliary basal body,0
GO:0044375,3,regulation of peroxisome size,biological_process,,,7192,12,motile cell,0
GO:0034767,3,positive regulation of monoatomic ion transmembrane transport,biological_process,,,7356,12,single-stranded RNA binding,0
GO:0010909,3,positive regulation of heparan sulfate proteoglycan biosynthetic process,biological_process,,,6840,12,regulation of transcription,0
GO:0021903,3,rostrocaudal neural tube patterning,biological_process,,,7207,12,mitotic cell cycle,0
GO:0097155,3,fasciculation of sensory neuron axon,biological_process,,,6846,12,mitochondrial outer membrane permeabilization,0
GO:0016476,3,regulation of embryonic cell shape,biological_process,,,7260,12,protein dephosphorylation,0
GO:2000807,3,regulation of synaptic vesicle clustering,biological_process,,,7352,12,regulation of cellular response to stimulus,0
GO:0032412,3,regulation of monoatomic ion transmembrane transporter activity,biological_process,,,7326,12,reproductive process in a multicellular organism,0
GO:0071349,2,cellular response to interleukin-12,biological_process,,,7854,13,cellular response to nitrogen compound,0
GO:0150064,3,vertebrate eye-specific patterning,biological_process,,,7664,13,regulation of cell projection size,0
GO:1900625,3,positive regulation of monocyte aggregation,biological_process,,,7556,13,positive regulation of protein complex assembly,0
GO:0097111,2,endoplasmic reticulum-Golgi intermediate compartment organization,biological_process,,,7822,13,cellular response to toxic substance,0
GO:1905273,2,"positive regulation of proton-transporting ATP synthase activity, rotational mechanism",biological_process,,,7862,13,negative regulation of protein localization to plasma membrane,0
GO:0033685,3,negative regulation of luteinizing hormone secretion,biological_process,,,7707,13,nucleosome disassembly,0
GO:0009386,2,translational attenuation,biological_process,,,7938,13,"regulation of transcription, DNA-templated",0
GO:0014878,3,response to electrical stimulus involved in regulation of muscle adaptation,biological_process,,,7586,13,steroid hormone receptor activity,0
GO:0072237,3,metanephric proximal tubule development,biological_process,,,7447,13,cellular response to molecule of bacterial origin,0
GO:0005990,3,lactose catabolic process,biological_process,,,7533,13,fatty acid beta-oxidation,0
GO:0071955,2,recycling endosome to Golgi transport,biological_process,,,8529,14,response to X-ray,0
GO:0046373,2,L-arabinose metabolic process,biological_process,,,8500,14,one-carbon metabolic process,0
GO:0106047,2,polyamine deacetylation,biological_process,,,8563,14,None,0
GO:0048840,2,otolith development,biological_process,,,8213,14,embryonic skeletal system development,0
GO:1901207,2,regulation of heart looping,biological_process,,,8443,14,regulation of cellular response to stress,0
GO:0071846,2,actin filament debranching,biological_process,,,8357,14,cellular response to zinc ion,0
GO:0035622,2,intrahepatic bile duct development,biological_process,,,8156,14,intracellular protein transport,0
GO:0072161,2,mesenchymal cell differentiation involved in kidney development,biological_process,,,8487,14,DNA 3'-end processing,0
GO:0046010,2,"positive regulation of circadian sleep/wake cycle, non-REM sleep",biological_process,,,8191,14,positive regulation of transcription from RNA polymerase II promoter,0
GO:1902170,2,cellular response to reactive nitrogen species,biological_process,,,8036,14,response to potassium ion,0
GO:0051946,2,regulation of glutamate uptake involved in transmission of nerve impulse,biological_process,,,8963,15,cellular hypotonic response,0
GO:0060420,2,regulation of heart growth,biological_process,,,9142,15,response to UV-C,0
GO:1901594,2,response to capsazepine,biological_process,,,8637,15,cellular response to estradiol stimulus,0
GO:1902858,2,propionyl-CoA metabolic process,biological_process,,,8919,15,positive regulation of protein localization to plasma membrane,0
GO:0034331,2,cell junction maintenance,biological_process,,,9057,15,allorecognition,0
GO:1901077,2,regulation of relaxation of muscle,biological_process,,,8938,15,negative regulation of protein localization to plasma membrane,0
GO:0018171,2,peptidyl-cysteine oxidation,biological_process,,,9218,15,O-antigen biosynthesis,0
GO:0070781,2,response to biotin,biological_process,,,8847,15,L-lysine import,0
GO:0060313,2,negative regulation of blood vessel remodeling,biological_process,,,8756,15,regulation of cell migration,0
GO:0032056,2,positive regulation of translation in response to stress,biological_process,,,8916,15,negative regulation of epidermal cell differentiation,0
GO:0042748,1,"circadian sleep/wake cycle, non-REM sleep",biological_process,,,9727,16,hydrogen peroxide catabolic process,0
GO:0045720,2,negative regulation of integrin biosynthetic process,biological_process,,,9420,16,positive regulation of translation,0
GO:1904777,1,negative regulation of protein localization to cell cortex,biological_process,,,9608,16,regulation of cellular response to stress,0
GO:1902367,1,negative regulation of Notch signaling pathway involved in somitogenesis,biological_process,,,9577,16,response to insulin-like growth factor stimulus,0
GO:0060529,2,squamous basal epithelial stem cell differentiation involved in prostate gland acinus development,biological_process,,,9285,16,regulation of cell cycle process,0
GO:0072268,1,pattern specification involved in metanephros development,biological_process,,,9679,16,cellular response to insulin stimulus,0
GO:0006392,1,transcription elongation by mitochondrial RNA polymerase,biological_process,,,9732,16,mRNA splicing via spliceosome,0
GO:0060431,1,primary lung bud formation,biological_process,,,9637,16,epithelial cell proliferation involved in salivary gland morphogenesis,0
GO:1901003,1,negative regulation of fermentation,biological_process,,,9769,16,response to lipopolysaccharide,0
GO:0070130,1,negative regulation of mitochondrial translation,biological_process,,,9702,16,cellular response to light stimulus,0
GO:1900151,1,"regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",biological_process,,,10038,17,regulation of protein localization to plasma membrane,0
GO:0035788,1,cell migration involved in metanephros development,biological_process,,,10103,17,intracellular signal transduction,0
GO:0061974,1,perichondral bone morphogenesis,biological_process,,,10136,17,regulation of plasma membrane bounded cell projection organization,0
GO:0033215,1,reductive iron assimilation,biological_process,,,10061,17,regulation of granulocyte colony-stimulating factor production,0
GO:0045344,1,negative regulation of MHC class I biosynthetic process,biological_process,,,10144,17,atrophic process,0
GO:0008617,1,guanosine metabolic process,biological_process,,,10201,17,DNA unwinding involved in DNA replication,0
GO:0097298,1,regulation of nucleus size,biological_process,,,10043,17,response to nutrient,0
GO:0106056,1,regulation of calcineurin-mediated signaling,biological_process,,,10251,17,None,0
GO:0071585,1,detoxification of cadmium ion,biological_process,,,10284,17,cellular response to thiol-containing compound,0
GO:1905457,1,negative regulation of lymphoid progenitor cell differentiation,biological_process,,,10070,17,negative regulation of protein localization to plasma membrane,0
GO:0021793,1,chemorepulsion of branchiomotor axon,biological_process,,,10899,18,axon guidance,0
GO:0002696,1,positive regulation of leukocyte activation,biological_process,,,10507,18,positive regulation of leukocyte activation,1
GO:0035238,1,vitamin A biosynthetic process,biological_process,,,10840,18,protein modification by small protein conjugation or removal,0
GO:0031947,1,negative regulation of glucocorticoid biosynthetic process,biological_process,,,11030,18,filopodium,0
GO:0046490,1,isopentenyl diphosphate metabolic process,biological_process,,,10576,18,tRNA wobble base modification,0
GO:0034355,1,NAD salvage,biological_process,,,10540,18,mitochondrial respiratory chain complex assembly,0
GO:2000984,1,negative regulation of ATP citrate synthase activity,biological_process,,,10775,18,regulation of cellular response to vascular endothelial growth factor stimulus,0
GO:0045091,1,regulation of single stranded viral RNA replication via double stranded DNA intermediate,biological_process,,,10972,18,regulation of DNA recombination,0
GO:1903709,1,uterine gland development,biological_process,,,10757,18,regulation of protein localization to plasma membrane,0
GO:0046381,1,CMP-N-acetylneuraminate metabolic process,biological_process,,,10535,18,one-carbon metabolic process,0
GO:1902659,1,regulation of glucose mediated signaling pathway,biological_process,,,11170,19,regulation of RNA biosynthetic process,0
GO:1902915,1,negative regulation of protein polyubiquitination,biological_process,,,11386,19,positive regulation of protein targeting to mitochondrion,0
GO:0051261,1,protein depolymerization,biological_process,,,11534,19,protein depolymerization,1
GO:0050433,1,regulation of catecholamine secretion,biological_process,,,11415,19,negative regulation of protein dephosphorylation,0
GO:0072158,1,proximal tubule morphogenesis,biological_process,,,11557,19,response to metal ion,0
GO:1903564,1,regulation of protein localization to cilium,biological_process,,,11371,19,negative regulation of protein complex assembly,0
GO:0018063,1,cytochrome c-heme linkage,biological_process,,,11630,19,peptidyl-lysine modification,0
GO:0072340,1,lactam catabolic process,biological_process,,,11156,19,response to estradiol,0
GO:0098759,1,cellular response to interleukin-8,biological_process,,,11148,19,mitochondrial outer membrane permeabilization,0
GO:0090074,1,negative regulation of protein homodimerization activity,biological_process,,,11173,19,regulation of cell migration,0
GO:0061360,1,optic chiasma development,biological_process,,,11795,20,regulation of type B pancreatic cell development,0
GO:1904255,1,negative regulation of iron ion transmembrane transporter activity,biological_process,,,11924,20,negative regulation of protein localization to plasma membrane,0
GO:1903318,1,negative regulation of protein maturation,biological_process,,,12263,20,response to insulin-like growth factor stimulus,0
GO:0072663,1,establishment of protein localization to peroxisome,biological_process,,,12143,20,cellular response to interleukin-1,0
GO:1904570,1,negative regulation of selenocysteine incorporation,biological_process,,,12147,20,positive regulation of protein targeting to mitochondrion,0
GO:1901293,1,nucleoside phosphate biosynthetic process,biological_process,,,12028,20,nucleic acid binding,0
GO:0050792,1,regulation of viral process,biological_process,,,11907,20,regulation of cellular process,0
GO:0061103,1,carotid body glomus cell differentiation,biological_process,,,11782,20,cellular response to temperature stimulus,0
GO:0007387,1,anterior compartment pattern formation,biological_process,,,12140,20,pattern specification process,0
GO:2001262,1,positive regulation of semaphorin-plexin signaling pathway,biological_process,,,11878,20,regulation of cellular response to stress,0
GO:0038187,82,pattern recognition receptor activity,molecular_function,,,165,1,cellular response to DNA damage stimulus,0
GO:0051082,151,unfolded protein binding,molecular_function,,,95,1,unfolded protein binding,1
GO:0004386,59,helicase activity,molecular_function,,,224,1,helix-turn-helix transcription factor binding,0
GO:0008137,83,NADH dehydrogenase (ubiquinone) activity,molecular_function,,,163,1,NAD+ binding,0
GO:0015459,96,potassium channel regulator activity,molecular_function,,,141,1,potassium channel regulator activity,1
GO:0019789,79,SUMO transferase activity,molecular_function,,,172,1,ubiquinone biosynthetic process,0
GO:0017080,60,sodium channel regulator activity,molecular_function,,,218,1,positive regulation of cell growth,0
GO:1990404,60,NAD+-protein ADP-ribosyltransferase activity,molecular_function,,,223,1,positive regulation of cellular glucuronidation,0
GO:0005109,87,frizzled binding,molecular_function,,,153,1,receptor binding,0
GO:0030374,77,nuclear receptor coactivator activity,molecular_function,,,179,1,nucleic acid binding,0
GO:0070840,38,dynein complex binding,molecular_function,,,381,2,response to growth factor,0
GO:0004679,36,AMP-activated protein kinase activity,molecular_function,,,403,2,protein serine/threonine kinase activity,0
GO:0005388,42,P-type calcium transporter activity,molecular_function,,,344,2,calcium channel activity,0
GO:0032977,37,membrane insertase activity,molecular_function,,,394,2,protein localization to endoplasmic reticulum,0
GO:0050750,43,low-density lipoprotein particle receptor binding,molecular_function,,,329,2,low-density lipoprotein receptor activity,0
GO:0008253,35,5'-nucleotidase activity,molecular_function,,,404,2,adenylate cyclase activity,0
GO:0033192,31,calmodulin-dependent protein phosphatase activity,molecular_function,,,461,2,response to molecule of bacterial origin,0
GO:0035613,33,RNA stem-loop binding,molecular_function,,,428,2,Wnt-activated receptor activity,0
GO:0017128,40,phospholipid scramblase activity,molecular_function,,,357,2,lactation,0
GO:0048019,32,receptor antagonist activity,molecular_function,,,443,2,phospholipid binding,0
GO:0030297,30,transmembrane receptor protein tyrosine kinase activator activity,molecular_function,,,484,3,transmembrane receptor protein tyrosine kinase signaling pathway,0
GO:0140036,22,ubiquitin-modified protein reader activity,molecular_function,,,653,3,regulation of cellular response to stress,0
GO:0005021,24,vascular endothelial growth factor receptor activity,molecular_function,,,620,3,vasopressin receptor activity,0
GO:0005161,28,platelet-derived growth factor receptor binding,molecular_function,,,529,3,extracellular matrix structural constituent,0
GO:0008467,24,[heparan sulfate]-glucosamine 3-sulfotransferase 1 activity,molecular_function,,,600,3,protein dimerization activity,0
GO:0015269,22,calcium-activated potassium channel activity,molecular_function,,,667,3,channel activity,0
GO:0004905,28,type I interferon receptor activity,molecular_function,,,532,3,transmembrane receptor activity,0
GO:0051011,23,microtubule minus-end binding,molecular_function,,,644,3,microtubule binding,0
GO:0010181,22,FMN binding,molecular_function,,,664,3,response to far red light,0
GO:0017111,27,ribonucleoside triphosphate phosphatase activity,molecular_function,,,556,3,nucleoside-triphosphatase regulator activity,0
GO:0031957,17,very long-chain fatty acid-CoA ligase activity,molecular_function,,,818,4,peroxisomal transport,0
GO:0003747,16,translation release factor activity,molecular_function,,,881,4,translation elongation factor activity,0
GO:0140313,18,molecular sequestering activity,molecular_function,,,788,4,regulation of protein localization,0
GO:0045504,20,dynein heavy chain binding,molecular_function,,,711,4,interleukin-1 receptor activity,0
GO:0017136,16,NAD-dependent histone deacetylase activity,molecular_function,,,876,4,Purinergic nucleotide receptor activity,0
GO:0045294,19,alpha-catenin binding,molecular_function,,,746,4,gamma-tubulin complex localization,0
GO:0015232,16,heme transmembrane transporter activity,molecular_function,,,863,4,cotransporter activity,0
GO:0008757,19,S-adenosylmethionine-dependent methyltransferase activity,molecular_function,,,763,4,S-adenosylmethionine synthetase activity,0
GO:0005001,18,transmembrane receptor protein tyrosine phosphatase activity,molecular_function,,,796,4,transmembrane receptor protein tyrosine kinase signaling pathway,0
GO:0004385,15,guanylate kinase activity,molecular_function,,,921,4,helix-turn-helix DNA-binding,0
GO:0036312,14,phosphatidylinositol 3-kinase regulatory subunit binding,molecular_function,,,951,5,response to DNA damage stimulus,0
GO:0170011,12,stalled ribosome sensor activity,molecular_function,,,1100,5,response to interleukin-1,0
GO:0001164,14,RNA polymerase I core promoter sequence-specific DNA binding,molecular_function,,,945,5,RNA polymerase II transcriptional preinitiation complex assembly,0
GO:0005095,14,GTPase inhibitor activity,molecular_function,,,962,5,Rho GTPase activator activity,0
GO:0072572,12,poly-ADP-D-ribose binding,molecular_function,,,1085,5,autophagic cell death,0
GO:0072542,14,protein phosphatase activator activity,molecular_function,,,996,5,response to anoxia,0
GO:0032453,12,histone H3K4 demethylase activity,molecular_function,,,1069,5,reproductive process in a multicellular organism,0
GO:0008378,15,galactosyltransferase activity,molecular_function,,,930,5,DNA 3'-phosphatase activity,0
GO:0048101,12,"calmodulin-activated 3',5'-cyclic-GMP phosphodiesterase activity",molecular_function,,,1093,5,protein localization to synapse,0
GO:0009378,13,four-way junction helicase activity,molecular_function,,,1016,5,methylation,0
GO:0004740,10,pyruvate dehydrogenase (acetyl-transferring) kinase activity,molecular_function,,,1309,6,pyruvate kinase activity,0
GO:1990757,10,ubiquitin ligase activator activity,molecular_function,,,1259,6,regulation of cellular response to hypoxia,0
GO:0042296,9,ISG15 transferase activity,molecular_function,,,1331,6,nucleosome assembly,0
GO:0004357,9,glutamate-cysteine ligase activity,molecular_function,,,1386,6,glutaminyl-peptidase activity,0
GO:0047023,11,androsterone dehydrogenase activity,molecular_function,,,1215,6,phospholipase activity,0
GO:0043177,9,organic acid binding,molecular_function,,,1382,6,organogenesis,0
GO:0043530,11,adenosine 5'-monophosphoramidase activity,molecular_function,,,1181,6,protein modification by small protein conjugation or removal,0
GO:0032813,9,tumor necrosis factor receptor superfamily binding,molecular_function,,,1380,6,protein modification by small protein conjugation or removal,0
GO:0099589,11,serotonin receptor activity,molecular_function,,,1228,6,regulation of protein localization,0
GO:0003846,10,2-acylglycerol O-acyltransferase activity,molecular_function,,,1264,6,1-phosphatidylinositol-3-phosphate 5-kinase activity,0
GO:0004373,8,glycogen (starch) synthase activity,molecular_function,,,1564,7,protein kinase activity,0
GO:0000179,8,"rRNA (adenine-N6,N6-)-dimethyltransferase activity",molecular_function,,,1556,7,rRNA (adenine-N6-)-methyltransferase activity,0
GO:0004165,8,delta(3)-delta(2)-enoyl-CoA isomerase activity,molecular_function,,,1430,7,dipeptidyl-peptidase activity,0
GO:0140932,8,5'-(N(7)-methyl 5'-triphosphoguanosine)-[mRNA] diphosphatase activity,molecular_function,,,1453,7,response to toxic substance,0
GO:0004875,8,complement receptor activity,molecular_function,,,1523,7,protein kinase activity,0
GO:0016747,8,"acyltransferase activity, transferring groups other than amino-acyl groups",molecular_function,,,1514,7,transferase activity,0
GO:0015311,8,monoamine:proton antiporter activity,molecular_function,,,1479,7,toxin transport,0
GO:0017050,8,D-erythro-sphingosine kinase activity,molecular_function,,,1427,7,glucocorticoid receptor binding,0
GO:0004331,8,"fructose-2,6-bisphosphate 2-phosphatase activity",molecular_function,,,1528,7,fructose-bisphosphate aldolase activity,0
GO:0050436,8,microfibril binding,molecular_function,,,1540,7,transmembrane signaling receptor activity,0
GO:0097643,7,amylin receptor activity,molecular_function,,,1632,8,response to food,0
GO:0140750,6,nucleosome array spacer activity,molecular_function,,,1766,8,cellular response to low oxygen levels,0
GO:0034604,7,pyruvate dehydrogenase (NAD+) activity,molecular_function,,,1678,8,ATPase regulator activity,0
GO:1902945,6,metalloendopeptidase activity involved in amyloid precursor protein catabolic process,molecular_function,,,1838,8,regulation of protein complex localization,0
GO:0031702,6,type 1 angiotensin receptor binding,molecular_function,,,1828,8,response to oxygen levels,0
GO:0140947,7,histone H3K9me2 methyltransferase activity,molecular_function,,,1718,8,cellular response to DNA damage stimulus,0
GO:0048403,6,brain-derived neurotrophic factor binding,molecular_function,,,1802,8,embryonic morphogenesis,0
GO:0038085,7,vascular endothelial growth factor binding,molecular_function,,,1679,8,protein serine/threonine kinase activator activity,0
GO:0032137,7,guanine/thymine mispair binding,molecular_function,,,1726,8,filopodium formation,0
GO:0042171,7,lysophosphatidic acid acyltransferase activity,molecular_function,,,1747,8,regulation of cellular metabolic process,0
GO:0004719,6,protein-L-isoaspartate (D-aspartate) O-methyltransferase activity,molecular_function,,,1881,9,protein tyrosine kinase activity,0
GO:0035173,6,histone kinase activity,molecular_function,,,1919,9,histone modification,0
GO:0050080,6,malonyl-CoA decarboxylase activity,molecular_function,,,1974,9,regulation of cell growth,0
GO:0141038,6,phosphatidylinositol 3-kinase activator activity,molecular_function,,,1872,9,cellular response to interleukin-1,0
GO:0016423,6,tRNA (guanine) methyltransferase activity,molecular_function,,,1902,9,protein modification by small protein conjugation or removal,0
GO:0019834,5,phospholipase A2 inhibitor activity,molecular_function,,,2065,9,terpene metabolic process,0
GO:0140344,5,triglyceride transfer activity,molecular_function,,,2017,9,regulation of fatty acid beta-oxidation,0
GO:0003990,6,acetylcholinesterase activity,molecular_function,,,1874,9,farnesyltranstransferase activity,0
GO:0017020,6,myosin phosphatase regulator activity,molecular_function,,,1857,9,myosin binding,0
GO:1990239,6,steroid hormone binding,molecular_function,,,1900,9,regulation of cellular response to stimulus,0
GO:0004827,5,proline-tRNA ligase activity,molecular_function,,,2257,10,keratin filament formation,0
GO:0009374,5,biotin binding,molecular_function,,,2274,10,glycogen biosynthetic process,0
GO:1902098,5,calcitriol binding,molecular_function,,,2143,10,negative regulation of transcription from RNA polymerase II promoter,0
GO:0019158,5,mannokinase activity,molecular_function,,,2280,10,porphyrin biosynthetic process,0
GO:0052901,5,spermine:oxygen oxidoreductase (spermidine-forming) activity,molecular_function,,,2244,10,detection of stimulus,0
GO:1990760,5,osmolarity-sensing monoatomic cation channel activity,molecular_function,,,2085,10,regulation of cellular response to stimulus,0
GO:0035877,5,death effector domain binding,molecular_function,,,2288,10,RNA polymerase II transcription preinitiation complex assembly,0
GO:0030545,5,signaling receptor regulator activity,molecular_function,,,2197,10,histone modification,0
GO:0033823,5,procollagen glucosyltransferase activity,molecular_function,,,2099,10,vesicle-mediated transport,0
GO:0030235,5,nitric-oxide synthase regulator activity,molecular_function,,,2186,10,endocytic vesicle formation,0
GO:0140936,4,histone H2B deubiquitinase activity,molecular_function,,,2382,11,regulation of cellular response to stress,0
GO:0000295,4,adenine nucleotide transmembrane transporter activity,molecular_function,,,2500,11,protein-lipid complex,0
GO:0019981,4,interleukin-6 binding,molecular_function,,,2469,11,microtubule binding,0
GO:0004991,4,parathyroid hormone receptor activity,molecular_function,,,2354,11,steroid hormone receptor activity,0
GO:0000825,4,inositol tetrakisphosphate 6-kinase activity,molecular_function,,,2320,11,mitotic cell cycle,0
GO:0004772,4,sterol O-acyltransferase activity,molecular_function,,,2409,11,prolyl hydroxylase activity,0
GO:0015149,4,hexose transmembrane transporter activity,molecular_function,,,2314,11,urea transmembrane transporter activity,0
GO:0000250,4,lanosterol synthase activity,molecular_function,,,2484,11,lipoic acid metabolic process,0
GO:0070699,4,type II activin receptor binding,molecular_function,,,2466,11,nucleic acid binding,0
GO:0052836,4,inositol 5-diphosphate pentakisphosphate 5-kinase activity,molecular_function,,,2389,11,vesicle targeting,0
GO:1990448,3,exon-exon junction complex binding,molecular_function,,,2652,12,regulation of cellular response to stress,0
GO:0001096,3,TFIIF-class transcription factor complex binding,molecular_function,,,2769,12,regulation of transcription from RNA polymerase II promoter,0
GO:0031073,3,cholesterol 26-hydroxylase activity,molecular_function,,,2693,12,vesicle organization,0
GO:0047946,3,glutamine N-acyltransferase activity,molecular_function,,,2759,12,muscle cell development,0
GO:0046538,4,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity",molecular_function,,,2568,12,1-aminocyclopropane-1-carboxylate synthase activity,0
GO:0044017,3,histone H3K27 acetyltransferase activity,molecular_function,,,2700,12,single strand break repair,0
GO:0106006,4,cytoskeletal protein-membrane anchor activity,molecular_function,,,2571,12,None,0
GO:0005461,3,UDP-glucuronic acid transmembrane transporter activity,molecular_function,,,2719,12,guanylate cyclase activity,0
GO:0047611,3,acetylspermidine deacetylase activity,molecular_function,,,2761,12,lysine biosynthetic process via diaminopimelate,0
GO:0016432,3,tRNA-uridine aminocarboxypropyltransferase activity,molecular_function,,,2746,12,protein transport,0
GO:0004510,3,tryptophan 5-monooxygenase activity,molecular_function,,,2944,13,endonuclease activity,0
GO:0050484,3,GMP 5'-nucleotidase activity,molecular_function,,,2878,13,neuromuscular junction development,0
GO:0141089,3,glucose sensor activity,molecular_function,,,2837,13,regulation of cell cycle process,0
GO:0048256,3,flap endonuclease activity,molecular_function,,,2931,13,organelle inheritance,0
GO:0070990,3,snRNP binding,molecular_function,,,2945,13,protein kinase regulator activity,0
GO:0005228,3,intracellular sodium-activated potassium channel activity,molecular_function,,,2895,13,ion channel activity,0
GO:0016830,3,carbon-carbon lyase activity,molecular_function,,,2971,13,carboxy-lyase activity,0
GO:0019768,3,high-affinity IgE receptor activity,molecular_function,,,2849,13,glucosinolate biosynthetic process,0
GO:0031696,3,alpha-2C adrenergic receptor binding,molecular_function,,,2797,13,cellular response to nitrogen starvation,0
GO:0090433,3,palmitoyl-CoA ligase activity,molecular_function,,,2829,13,regulation of microtubule-based process,0
GO:0150043,2,structural constituent of synapse-associated extracellular matrix,molecular_function,,,3198,14,positive regulation of cellular component organization,0
GO:0098847,2,sequence-specific single stranded DNA binding,molecular_function,,,3192,14,cellular response to DNA damage stimulus,0
GO:0047256,2,"lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase activity",molecular_function,,,3234,14,cytoskeletal anchoring,0
GO:0106137,3,IkappaB kinase complex binding,molecular_function,,,3084,14,None,0
GO:0047224,2,"acetylgalactosaminyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase activity",molecular_function,,,3165,14,iron-sulfur cluster binding,0
GO:0008469,3,histone arginine N-methyltransferase activity,molecular_function,,,3137,14,helicase activity,0
GO:0106335,3,tRNA (5-carboxymethyluridine(34)-5-O)-methyltransferase activity,molecular_function,,,3061,14,regulation of RNA biosynthetic process,0
GO:0052630,2,UDP-N-acetylgalactosamine diphosphorylase activity,molecular_function,,,3182,14,plasma membrane receptor complex,0
GO:0052655,3,L-valine transaminase activity,molecular_function,,,3076,14,meiotic cell cycle,0
GO:0004512,3,inositol-3-phosphate synthase activity,molecular_function,,,3018,14,endonuclease activity,0
GO:0047349,2,D-ribitol-5-phosphate cytidylyltransferase activity,molecular_function,,,3360,15,allelic exclusion,0
GO:1990583,2,phospholipase D activator activity,molecular_function,,,3430,15,regulation of cellular response to stress,0
GO:1990698,2,palmitoleoyltransferase activity,molecular_function,,,3244,15,regulation of cellular response to stress,0
GO:0044016,2,histone H3K4 acetyltransferase activity,molecular_function,,,3345,15,anion channel activity,0
GO:0004979,2,beta-endorphin receptor activity,molecular_function,,,3398,15,calcium channel activity,0
GO:0003963,2,RNA-3'-phosphate cyclase activity,molecular_function,,,3356,15,histidinol dehydrogenase activity,0
GO:0004729,2,oxygen-dependent protoporphyrinogen oxidase activity,molecular_function,,,3412,15,lyase activity,0
GO:0052848,2,"inositol-3,5-bisdiphosphate-2,3,4,6-tetrakisphosphate 5-diphosphatase activity",molecular_function,,,3320,15,cellular modified amino acid transport,0
GO:0070773,2,protein-N-terminal glutamine amidohydrolase activity,molecular_function,,,3289,15,protein localization to peroxisome,0
GO:0052814,2,medium-chain fatty aldehyde dehydrogenase (NAD+) activity,molecular_function,,,3346,15,transmembrane receptor protein tyrosine kinase signaling pathway,0
GO:0001641,2,group II metabotropic glutamate receptor activity,molecular_function,,,3645,16,voltage-gated potassium channel activity,0
GO:0004339,2,"glucan 1,4-alpha-glucosidase activity",molecular_function,,,3536,16,fucosyltransferase activity,0
GO:0002114,2,interleukin-33 receptor activity,molecular_function,,,3607,16,determination of left/right symmetry,0
GO:0071855,2,neuropeptide receptor binding,molecular_function,,,3595,16,mitochondrial ATP synthesis coupled electron transport,0
