GO_ID,Count,GO_TERM,Aspect,go_id_pmc,go_term_pmc,Rank,Bin,predicted_go_id,pmatch
GO:0010909,3,positive regulation of heparan sulfate proteoglycan biosynthetic process,biological_process,,,6840,12,GO:1900105,0
GO:0021903,3,rostrocaudal neural tube patterning,biological_process,,,7207,12,GO:0021544,0
GO:0097155,3,fasciculation of sensory neuron axon,biological_process,,,6846,12,GO:0048742,0
GO:0016476,3,regulation of embryonic cell shape,biological_process,,,7260,12,GO:1902533,0
GO:2000807,3,regulation of synaptic vesicle clustering,biological_process,,,7352,12,GO:0051984,0
GO:0032412,3,regulation of monoatomic ion transmembrane transporter activity,biological_process,,,7326,12,GO:0032412,1
GO:0071349,2,cellular response to interleukin-12,biological_process,,,7854,13,GO:0071347,0
GO:0150064,3,vertebrate eye-specific patterning,biological_process,,,7664,13,GO:0060325,0
GO:1900625,3,positive regulation of monocyte aggregation,biological_process,,,7556,13,GO:1904616,0
GO:0097111,2,endoplasmic reticulum-Golgi intermediate compartment organization,biological_process,,,7822,13,GO:0007034,0
GO:1905273,2,"positive regulation of proton-transporting ATP synthase activity, rotational mechanism",biological_process,,,7862,13,GO:0032696,0
GO:0033685,3,negative regulation of luteinizing hormone secretion,biological_process,,,7707,13,GO:0021984,0
GO:0009386,2,translational attenuation,biological_process,,,7938,13,GO:0006417,0
GO:0014878,3,response to electrical stimulus involved in regulation of muscle adaptation,biological_process,,,7586,13,GO:0086064,0
GO:0072237,3,metanephric proximal tubule development,biological_process,,,7447,13,GO:0072168,0
GO:0005990,3,lactose catabolic process,biological_process,,,7533,13,GO:0005975,0
GO:0071955,2,recycling endosome to Golgi transport,biological_process,,,8529,14,GO:0005802,0
GO:0046373,2,L-arabinose metabolic process,biological_process,,,8500,14,GO:0046353,0
GO:0106047,2,polyamine deacetylation,biological_process,,,8563,14,GO:0016559,0
GO:0048840,2,otolith development,biological_process,,,8213,14,GO:0060173,0
GO:1901207,2,regulation of heart looping,biological_process,,,8443,14,GO:0003162,0
GO:0071846,2,actin filament debranching,biological_process,,,8357,14,GO:0030835,0
GO:0035622,2,intrahepatic bile duct development,biological_process,,,8156,14,GO:0061512,0
GO:0072161,2,mesenchymal cell differentiation involved in kidney development,biological_process,,,8487,14,GO:0072077,0
GO:0046010,2,"positive regulation of circadian sleep/wake cycle, non-REM sleep",biological_process,,,8191,14,GO:2000639,0
GO:1902170,2,cellular response to reactive nitrogen species,biological_process,,,8036,14,GO:0074983,0
GO:0051946,2,regulation of glutamate uptake involved in transmission of nerve impulse,biological_process,,,8963,15,GO:0051932,0
GO:0060420,2,regulation of heart growth,biological_process,,,9142,15,GO:0060914,0
GO:1901594,2,response to capsazepine,biological_process,,,8637,15,GO:0035094,0
GO:1902858,2,propionyl-CoA metabolic process,biological_process,,,8919,15,GO:0046356,0
GO:0034331,2,cell junction maintenance,biological_process,,,9057,15,GO:0007046,0
GO:1901077,2,regulation of relaxation of muscle,biological_process,,,8938,15,GO:0055119,0
GO:0018171,2,peptidyl-cysteine oxidation,biological_process,,,9218,15,GO:0017187,0
GO:0070781,2,response to biotin,biological_process,,,8847,15,GO:0034220,0
GO:0060313,2,negative regulation of blood vessel remodeling,biological_process,,,8756,15,GO:0060976,0
GO:0032056,2,positive regulation of translation in response to stress,biological_process,,,8916,15,GO:0043200,0
GO:0042748,1,"circadian sleep/wake cycle, non-REM sleep",biological_process,,,9727,16,GO:0042723,0
GO:0045720,2,negative regulation of integrin biosynthetic process,biological_process,,,9420,16,GO:0033627,0
GO:1904777,1,negative regulation of protein localization to cell cortex,biological_process,,,9608,16,GO:1904954,0
GO:1902367,1,negative regulation of Notch signaling pathway involved in somitogenesis,biological_process,,,9577,16,GO:2000633,0
GO:0060529,2,squamous basal epithelial stem cell differentiation involved in prostate gland acinus development,biological_process,,,9285,16,GO:0060764,0
GO:0072268,1,pattern specification involved in metanephros development,biological_process,,,9679,16,GO:0001657,0
GO:0006392,1,transcription elongation by mitochondrial RNA polymerase,biological_process,,,9732,16,GO:0005737,0
GO:0060431,1,primary lung bud formation,biological_process,,,9637,16,GO:0060430,0
GO:1901003,1,negative regulation of fermentation,biological_process,,,9769,16,GO:0051346,0
GO:0070130,1,negative regulation of mitochondrial translation,biological_process,,,9702,16,GO:0032844,0
GO:1900151,1,"regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",biological_process,,,10038,17,GO:0000290,0
GO:0035788,1,cell migration involved in metanephros development,biological_process,,,10103,17,GO:0072077,0
GO:0061974,1,perichondral bone morphogenesis,biological_process,,,10136,17,GO:0060349,0
GO:0033215,1,reductive iron assimilation,biological_process,,,10061,17,GO:0010146,0
GO:0045344,1,negative regulation of MHC class I biosynthetic process,biological_process,,,10144,17,GO:0045346,0
GO:0008617,1,guanosine metabolic process,biological_process,,,10201,17,GO:0006177,0
GO:0097298,1,regulation of nucleus size,biological_process,,,10043,17,GO:0033046,0
GO:0106056,1,regulation of calcineurin-mediated signaling,biological_process,,,10251,17,GO:1903961,0
GO:0071585,1,detoxification of cadmium ion,biological_process,,,10284,17,GO:0010259,0
GO:1905457,1,negative regulation of lymphoid progenitor cell differentiation,biological_process,,,10070,17,GO:0045652,0
GO:0021793,1,chemorepulsion of branchiomotor axon,biological_process,,,10899,18,GO:0048481,0
GO:0002696,1,positive regulation of leukocyte activation,biological_process,,,10507,18,GO:0002696,1
GO:0035238,1,vitamin A biosynthetic process,biological_process,,,10840,18,GO:0006694,0
GO:0031947,1,negative regulation of glucocorticoid biosynthetic process,biological_process,,,11030,18,GO:2000638,0
GO:0046490,1,isopentenyl diphosphate metabolic process,biological_process,,,10576,18,GO:0008299,0
GO:0034355,1,NAD salvage,biological_process,,,10540,18,GO:0017148,0
GO:2000984,1,negative regulation of ATP citrate synthase activity,biological_process,,,10775,18,GO:2000641,0
GO:0045091,1,regulation of single stranded viral RNA replication via double stranded DNA intermediate,biological_process,,,10972,18,GO:0045091,1
GO:1903709,1,uterine gland development,biological_process,,,10757,18,GO:0061038,0
GO:0046381,1,CMP-N-acetylneuraminate metabolic process,biological_process,,,10535,18,GO:0009210,0
GO:1902659,1,regulation of glucose mediated signaling pathway,biological_process,,,11170,19,GO:1902171,0
GO:1902915,1,negative regulation of protein polyubiquitination,biological_process,,,11386,19,GO:0051436,0
GO:0051261,1,protein depolymerization,biological_process,,,11534,19,GO:0016559,0
GO:0050433,1,regulation of catecholamine secretion,biological_process,,,11415,19,GO:0014818,0
GO:0072158,1,proximal tubule morphogenesis,biological_process,,,11557,19,GO:0072011,0
GO:1903564,1,regulation of protein localization to cilium,biological_process,,,11371,19,GO:1903517,0
GO:0018063,1,cytochrome c-heme linkage,biological_process,,,11630,19,GO:0019825,0
GO:0072340,1,lactam catabolic process,biological_process,,,11156,19,GO:0019439,0
GO:0098759,1,cellular response to interleukin-8,biological_process,,,11148,19,GO:0001682,0
GO:0090074,1,negative regulation of protein homodimerization activity,biological_process,,,11173,19,GO:0106002,0
GO:0061360,1,optic chiasma development,biological_process,,,11795,20,GO:0050780,0
GO:1904255,1,negative regulation of iron ion transmembrane transporter activity,biological_process,,,11924,20,GO:1900076,0
GO:1903318,1,negative regulation of protein maturation,biological_process,,,12263,20,GO:1903207,0
GO:0072663,1,establishment of protein localization to peroxisome,biological_process,,,12143,20,GO:0033365,0
GO:1904570,1,negative regulation of selenocysteine incorporation,biological_process,,,12147,20,GO:0046777,0
GO:1901293,1,nucleoside phosphate biosynthetic process,biological_process,,,12028,20,GO:0009142,0
GO:0050792,1,regulation of viral process,biological_process,,,11907,20,GO:0048525,0
GO:0061103,1,carotid body glomus cell differentiation,biological_process,,,11782,20,GO:0072303,0
GO:0007387,1,anterior compartment pattern formation,biological_process,,,12140,20,GO:0009952,0
GO:2001262,1,positive regulation of semaphorin-plexin signaling pathway,biological_process,,,11878,20,GO:2001235,0
GO:0038187,82,pattern recognition receptor activity,molecular_function,,,165,1,GO:0008305,0
GO:0051082,151,unfolded protein binding,molecular_function,,,95,1,GO:0051082,1
GO:0004386,59,helicase activity,molecular_function,,,224,1,GO:0004386,1
GO:0008137,83,NADH dehydrogenase (ubiquinone) activity,molecular_function,,,163,1,GO:0008137,1
GO:0015459,96,potassium channel regulator activity,molecular_function,,,141,1,GO:0015459,1
GO:0019789,79,SUMO transferase activity,molecular_function,,,172,1,GO:0019789,1
GO:0017080,60,sodium channel regulator activity,molecular_function,,,218,1,GO:0011044,0
GO:1990404,60,NAD+-protein ADP-ribosyltransferase activity,molecular_function,,,223,1,GO:0003950,0
GO:0005109,87,frizzled binding,molecular_function,,,153,1,GO:0005109,1
GO:0030374,77,nuclear receptor coactivator activity,molecular_function,,,179,1,GO:0030374,1
GO:0070840,38,dynein complex binding,molecular_function,,,381,2,GO:0051966,0
GO:0004679,36,AMP-activated protein kinase activity,molecular_function,,,403,2,GO:0004679,1
GO:0005388,42,P-type calcium transporter activity,molecular_function,,,344,2,GO:0005432,0
GO:0032977,37,membrane insertase activity,molecular_function,,,394,2,GO:0017076,0
GO:0050750,43,low-density lipoprotein particle receptor binding,molecular_function,,,329,2,GO:0005041,0
GO:0008253,35,5'-nucleotidase activity,molecular_function,,,404,2,GO:0008253,1
GO:0033192,31,calmodulin-dependent protein phosphatase activity,molecular_function,,,461,2,GO:0004722,0
GO:0035613,33,RNA stem-loop binding,molecular_function,,,428,2,GO:0044822,0
GO:0017128,40,phospholipid scramblase activity,molecular_function,,,357,2,GO:0042626,0
GO:0048019,32,receptor antagonist activity,molecular_function,,,443,2,GO:0004872,0
GO:0030297,30,transmembrane receptor protein tyrosine kinase activator activity,molecular_function,,,484,3,GO:0005001,0
GO:0140036,22,ubiquitin-modified protein reader activity,molecular_function,,,653,3,GO:0098779,0
GO:0005021,24,vascular endothelial growth factor receptor activity,molecular_function,,,620,3,GO:0005021,1
GO:0005161,28,platelet-derived growth factor receptor binding,molecular_function,,,529,3,GO:0005161,1
GO:0008467,24,[heparan sulfate]-glucosamine 3-sulfotransferase 1 activity,molecular_function,,,600,3,GO:0008454,0
GO:0015269,22,calcium-activated potassium channel activity,molecular_function,,,667,3,GO:0015279,0
GO:0004905,28,type I interferon receptor activity,molecular_function,,,532,3,GO:00049062,0
GO:0051011,23,microtubule minus-end binding,molecular_function,,,644,3,GO:0048487,0
GO:0010181,22,FMN binding,molecular_function,,,664,3,GO:0010181,1
GO:0017111,27,ribonucleoside triphosphate phosphatase activity,molecular_function,,,556,3,GO:0016787,0
GO:0031957,17,very long-chain fatty acid-CoA ligase activity,molecular_function,,,818,4,GO:0004467,0
GO:0003747,16,translation release factor activity,molecular_function,,,881,4,GO:0003747,1
GO:0140313,18,molecular sequestering activity,molecular_function,,,788,4,GO:0046914,0
GO:0045504,20,dynein heavy chain binding,molecular_function,,,711,4,GO:0045505,0
GO:0017136,16,NAD-dependent histone deacetylase activity,molecular_function,,,876,4,GO:0033550,0
GO:0045294,19,alpha-catenin binding,molecular_function,,,746,4,GO:0045294,1
GO:0015232,16,heme transmembrane transporter activity,molecular_function,,,863,4,GO:0015232,1
GO:0008757,19,S-adenosylmethionine-dependent methyltransferase activity,molecular_function,,,763,4,GO:0008168,0
GO:0005001,18,transmembrane receptor protein tyrosine phosphatase activity,molecular_function,,,796,4,GO:0004714,0
GO:0004385,15,guanylate kinase activity,molecular_function,,,921,4,GO:0004160,0
GO:0036312,14,phosphatidylinositol 3-kinase regulatory subunit binding,molecular_function,,,951,5,GO:0046934,0
GO:0170011,12,stalled ribosome sensor activity,molecular_function,,,1100,5,GO:0000049,0
GO:0001164,14,RNA polymerase I core promoter sequence-specific DNA binding,molecular_function,,,945,5,GO:0001166,0
GO:0005095,14,GTPase inhibitor activity,molecular_function,,,962,5,GO:0005096,0
GO:0072572,12,poly-ADP-D-ribose binding,molecular_function,,,1085,5,GO:0060090,0
GO:0072542,14,protein phosphatase activator activity,molecular_function,,,996,5,GO:0017017,0
GO:0032453,12,histone H3K4 demethylase activity,molecular_function,,,1069,5,GO:0032452,0
GO:0008378,15,galactosyltransferase activity,molecular_function,,,930,5,GO:0008378,1
GO:0048101,12,"calmodulin-activated 3',5'-cyclic-GMP phosphodiesterase activity",molecular_function,,,1093,5,GO:0004115,0
GO:0009378,13,four-way junction helicase activity,molecular_function,,,1016,5,GO:0009378,1
GO:0004740,10,pyruvate dehydrogenase (acetyl-transferring) kinase activity,molecular_function,,,1309,6,GO:0004751,0
GO:1990757,10,ubiquitin ligase activator activity,molecular_function,,,1259,6,GO:0031463,0
GO:0042296,9,ISG15 transferase activity,molecular_function,,,1331,6,GO:0019787,0
GO:0004357,9,glutamate-cysteine ligase activity,molecular_function,,,1386,6,GO:0004121,0
GO:0047023,11,androsterone dehydrogenase activity,molecular_function,,,1215,6,GO:0004033,0
GO:0043177,9,organic acid binding,molecular_function,,,1382,6,GO:0043167,0
GO:0043530,11,adenosine 5'-monophosphoramidase activity,molecular_function,,,1181,6,GO:0008254,0
GO:0032813,9,tumor necrosis factor receptor superfamily binding,molecular_function,,,1380,6,GO:0005164,0
GO:0099589,11,serotonin receptor activity,molecular_function,,,1228,6,GO:0008225,0
GO:0003846,10,2-acylglycerol O-acyltransferase activity,molecular_function,,,1264,6,GO:0004143,0
GO:0004373,8,glycogen (starch) synthase activity,molecular_function,,,1564,7,GO:0003972,0
GO:0000179,8,"rRNA (adenine-N6,N6-)-dimethyltransferase activity",molecular_function,,,1556,7,GO:0000478,0
GO:0004165,8,delta(3)-delta(2)-enoyl-CoA isomerase activity,molecular_function,,,1430,7,GO:0004318,0
GO:0140932,8,5'-(N(7)-methyl 5'-triphosphoguanosine)-[mRNA] diphosphatase activity,molecular_function,,,1453,7,GO:0004479,0
GO:0004875,8,complement receptor activity,molecular_function,,,1523,7,GO:0001618,0
GO:0016747,8,"acyltransferase activity, transferring groups other than amino-acyl groups",molecular_function,,,1514,7,GO:0016747,1
GO:0015311,8,monoamine:proton antiporter activity,molecular_function,,,1479,7,GO:0015344,0
GO:0017050,8,D-erythro-sphingosine kinase activity,molecular_function,,,1427,7,GO:0016301,0
GO:0004331,8,"fructose-2,6-bisphosphate 2-phosphatase activity",molecular_function,,,1528,7,GO:0004334,0
GO:0050436,8,microfibril binding,molecular_function,,,1540,7,GO:0050435,0
GO:0097643,7,amylin receptor activity,molecular_function,,,1632,8,GO:0005041,0
GO:0140750,6,nucleosome array spacer activity,molecular_function,,,1766,8,GO:0000786,0
GO:0034604,7,pyruvate dehydrogenase (NAD+) activity,molecular_function,,,1678,8,GO:0004739,0
GO:1902945,6,metalloendopeptidase activity involved in amyloid precursor protein catabolic process,molecular_function,,,1838,8,GO:0004222,0
GO:0031702,6,type 1 angiotensin receptor binding,molecular_function,,,1828,8,GO:0008227,0
GO:0140947,7,histone H3K9me2 methyltransferase activity,molecular_function,,,1718,8,GO:0046976,0
GO:0048403,6,brain-derived neurotrophic factor binding,molecular_function,,,1802,8,GO:0043121,0
GO:0038085,7,vascular endothelial growth factor binding,molecular_function,,,1679,8,GO:0038084,0
GO:0032137,7,guanine/thymine mispair binding,molecular_function,,,1726,8,GO:0000287,0
GO:0042171,7,lysophosphatidic acid acyltransferase activity,molecular_function,,,1747,8,GO:0003841,0
GO:0004719,6,protein-L-isoaspartate (D-aspartate) O-methyltransferase activity,molecular_function,,,1881,9,GO:0008117,0
GO:0035173,6,histone kinase activity,molecular_function,,,1919,9,GO:0004672,0
GO:0050080,6,malonyl-CoA decarboxylase activity,molecular_function,,,1974,9,GO:0004461,0
GO:0141038,6,phosphatidylinositol 3-kinase activator activity,molecular_function,,,1872,9,GO:0046934,0
GO:0016423,6,tRNA (guanine) methyltransferase activity,molecular_function,,,1902,9,GO:0008179,0
GO:0019834,5,phospholipase A2 inhibitor activity,molecular_function,,,2065,9,GO:0017059,0
GO:0140344,5,triglyceride transfer activity,molecular_function,,,2017,9,GO:0015248,0
GO:0003990,6,acetylcholinesterase activity,molecular_function,,,1874,9,GO:0003990,1
GO:0017020,6,myosin phosphatase regulator activity,molecular_function,,,1857,9,GO:0005096,0
GO:1990239,6,steroid hormone binding,molecular_function,,,1900,9,GO:0019953,0
GO:0004827,5,proline-tRNA ligase activity,molecular_function,,,2257,10,GO:0000166,0
GO:0009374,5,biotin binding,molecular_function,,,2274,10,GO:0008085,0
GO:1902098,5,calcitriol binding,molecular_function,,,2143,10,GO:0005499,0
GO:0019158,5,mannokinase activity,molecular_function,,,2280,10,GO:0008969,0
GO:0052901,5,spermine:oxygen oxidoreductase (spermidine-forming) activity,molecular_function,,,2244,10,GO:0004497,0
GO:1990760,5,osmolarity-sensing monoatomic cation channel activity,molecular_function,,,2085,10,GO:0005216,0
GO:0035877,5,death effector domain binding,molecular_function,,,2288,10,GO:0008635,0
GO:0030545,5,signaling receptor regulator activity,molecular_function,,,2197,10,GO:0005057,0
GO:0033823,5,procollagen glucosyltransferase activity,molecular_function,,,2099,10,GO:0017179,0
GO:0030235,5,nitric-oxide synthase regulator activity,molecular_function,,,2186,10,GO:0030234,0
GO:0140936,4,histone H2B deubiquitinase activity,molecular_function,,,2382,11,GO:0032447,0
GO:0000295,4,adenine nucleotide transmembrane transporter activity,molecular_function,,,2500,11,GO:0015221,0
GO:0019981,4,interleukin-6 binding,molecular_function,,,2469,11,GO:0019986,0
GO:0004991,4,parathyroid hormone receptor activity,molecular_function,,,2354,11,GO:0005002,0
GO:0000825,4,inositol tetrakisphosphate 6-kinase activity,molecular_function,,,2320,11,GO:0043855,0
GO:0004772,4,sterol O-acyltransferase activity,molecular_function,,,2409,11,GO:0008427,0
GO:0015149,4,hexose transmembrane transporter activity,molecular_function,,,2314,11,GO:0005351,0
GO:0000250,4,lanosterol synthase activity,molecular_function,,,2484,11,GO:0000245,0
GO:0070699,4,type II activin receptor binding,molecular_function,,,2466,11,GO:0032926,0
GO:0052836,4,inositol 5-diphosphate pentakisphosphate 5-kinase activity,molecular_function,,,2389,11,GO:0052836,1
GO:1990448,3,exon-exon junction complex binding,molecular_function,,,2652,12,GO:0016607,0
GO:0001096,3,TFIIF-class transcription factor complex binding,molecular_function,,,2769,12,GO:0001047,0
GO:0031073,3,cholesterol 26-hydroxylase activity,molecular_function,,,2693,12,GO:0008395,0
GO:0047946,3,glutamine N-acyltransferase activity,molecular_function,,,2759,12,GO:0004049,0
GO:0046538,4,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity",molecular_function,,,2568,12,GO:0004619,0
GO:0044017,3,histone H3K27 acetyltransferase activity,molecular_function,,,2700,12,GO:0070888,0
GO:0106006,4,cytoskeletal protein-membrane anchor activity,molecular_function,,,2571,12,GO:0008092,0
GO:0005461,3,UDP-glucuronic acid transmembrane transporter activity,molecular_function,,,2719,12,GO:0015232,0
GO:0047611,3,acetylspermidine deacetylase activity,molecular_function,,,2761,12,GO:0017084,0
GO:0016432,3,tRNA-uridine aminocarboxypropyltransferase activity,molecular_function,,,2746,12,GO:0009032,0
GO:0004510,3,tryptophan 5-monooxygenase activity,molecular_function,,,2944,13,GO:0004506,0
GO:0050484,3,GMP 5'-nucleotidase activity,molecular_function,,,2878,13,GO:0008251,0
GO:0141089,3,glucose sensor activity,molecular_function,,,2837,13,GO:0009743,0
GO:0048256,3,flap endonuclease activity,molecular_function,,,2931,13,GO:0003725,0
GO:0070990,3,snRNP binding,molecular_function,,,2945,13,GO:0000381,0
GO:0005228,3,intracellular sodium-activated potassium channel activity,molecular_function,,,2895,13,GO:0015279,0
GO:0016830,3,carbon-carbon lyase activity,molecular_function,,,2971,13,GO:0016830,1
GO:0019768,3,high-affinity IgE receptor activity,molecular_function,,,2849,13,GO:0004896,0
GO:0031696,3,alpha-2C adrenergic receptor binding,molecular_function,,,2797,13,GO:0031741,0
GO:0090433,3,palmitoyl-CoA ligase activity,molecular_function,,,2829,13,GO:0004425,0
GO:0150043,2,structural constituent of synapse-associated extracellular matrix,molecular_function,,,3198,14,GO:0098836,0
GO:0098847,2,sequence-specific single stranded DNA binding,molecular_function,,,3192,14,GO:0003677,0
GO:0047256,2,"lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase activity",molecular_function,,,3234,14,GO:0008376,0
GO:0106137,3,IkappaB kinase complex binding,molecular_function,,,3084,14,GO:0008384,0
GO:0047224,2,"acetylgalactosaminyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase activity",molecular_function,,,3165,14,GO:0008493,0
GO:0008469,3,histone arginine N-methyltransferase activity,molecular_function,,,3137,14,GO:0016279,0
GO:0106335,3,tRNA (5-carboxymethyluridine(34)-5-O)-methyltransferase activity,molecular_function,,,3061,14,GO:0008168,0
GO:0052630,2,UDP-N-acetylgalactosamine diphosphorylase activity,molecular_function,,,3182,14,GO:0003942,0
GO:0052655,3,L-valine transaminase activity,molecular_function,,,3076,14,GO:0008477,0
GO:0004512,3,inositol-3-phosphate synthase activity,molecular_function,,,3018,14,GO:0004431,0
GO:0047349,2,D-ribitol-5-phosphate cytidylyltransferase activity,molecular_function,,,3360,15,GO:0008679,0
GO:1990583,2,phospholipase D activator activity,molecular_function,,,3430,15,GO:0017134,0
GO:1990698,2,palmitoleoyltransferase activity,molecular_function,,,3244,15,GO:0047486,0
GO:0044016,2,histone H3K4 acetyltransferase activity,molecular_function,,,3345,15,GO:0046976,0
GO:0004979,2,beta-endorphin receptor activity,molecular_function,,,3398,15,GO:0004966,0
GO:0003963,2,RNA-3'-phosphate cyclase activity,molecular_function,,,3356,15,GO:0003947,0
GO:0004729,2,oxygen-dependent protoporphyrinogen oxidase activity,molecular_function,,,3412,15,GO:0000308,0
GO:0052848,2,"inositol-3,5-bisdiphosphate-2,3,4,6-tetrakisphosphate 5-diphosphatase activity",molecular_function,,,3320,15,GO:0047866,0
GO:0070773,2,protein-N-terminal glutamine amidohydrolase activity,molecular_function,,,3289,15,GO:0004359,0
GO:0052814,2,medium-chain fatty aldehyde dehydrogenase (NAD+) activity,molecular_function,,,3346,15,GO:0003996,0
GO:0001641,2,group II metabotropic glutamate receptor activity,molecular_function,,,3645,16,GO:0001582,0
GO:0004339,2,"glucan 1,4-alpha-glucosidase activity",molecular_function,,,3536,16,GO:0004553,0
GO:0002114,2,interleukin-33 receptor activity,molecular_function,,,3607,16,GO:0035634,0
GO:0071855,2,neuropeptide receptor binding,molecular_function,,,3595,16,GO:0008188,0
GO:0003877,2,ATP:ADP adenylyltransferase activity,molecular_function,,,3487,16,GO:0004012,0
GO:0050251,2,retinol isomerase activity,molecular_function,,,3635,16,GO:0016614,0
GO:0030626,2,U12 snRNA binding,molecular_function,,,3648,16,GO:0000380,0
GO:0000009,2,"alpha-1,6-mannosyltransferase activity",molecular_function,,,3612,16,GO:0000030,0
GO:0061799,2,cyclic pyranopterin monophosphate synthase activity,molecular_function,,,3683,16,GO:0016821,0
GO:0043136,2,glycerol-3-phosphatase activity,molecular_function,,,3643,16,GO:0004427,0
GO:0004058,2,aromatic-L-amino-acid decarboxylase activity,molecular_function,,,3768,17,GO:0046421,0
GO:0160102,1,tRNA (guanine(10)-N2)-methyltransferase activity,molecular_function,,,3792,17,GO:0003924,0
GO:0102263,1,tRNA-dihydrouridine17 synthase activity,molecular_function,,,3808,17,GO:0008477,0
GO:0016230,2,sphingomyelin phosphodiesterase activator activity,molecular_function,,,3776,17,GO:0008254,0
GO:0047378,1,acetylalkylglycerol acetylhydrolase activity,molecular_function,,,3806,17,GO:0047491,0
GO:0050337,1,thiosulfate-thiol sulfurtransferase activity,molecular_function,,,3825,17,GO:0008486,0
GO:0008750,2,proton-translocating NAD(P)+ transhydrogenase activity,molecular_function,,,3769,17,GO:0016655,0
GO:0042880,1,D-glucuronate transmembrane transporter activity,molecular_function,,,3924,17,GO:0015145,0
GO:0140580,1,mitochondrion autophagosome adaptor activity,molecular_function,,,3857,17,GO:1904116,0
GO:0003874,2,6-pyruvoyltetrahydropterin synthase activity,molecular_function,,,3780,17,GO:0003946,0
GO:0005043,1,netrin receptor activity involved in chemorepulsion,molecular_function,,,4093,18,GO:0008046,0
GO:0047058,1,vitamin-K-epoxide reductase (warfarin-insensitive) activity,molecular_function,,,3947,18,GO:0048037,0
GO:0140483,1,kinetochore adaptor activity,molecular_function,,,4068,18,GO:0035197,0
GO:0047805,1,cytidylate cyclase activity,molecular_function,,,4136,18,GO:0003881,0
GO:0140893,1,"neutral amino acid, sodium:proton antiporter activity",molecular_function,,,3970,18,GO:0015296,0
GO:0035381,1,ATP-gated ion channel activity,molecular_function,,,3959,18,GO:0015272,0
GO:1904854,1,proteasome core complex binding,molecular_function,,,4046,18,GO:0008537,0
GO:0005169,1,neurotrophin TRKB receptor binding,molecular_function,,,4113,18,GO:0043199,0
GO:0030290,1,sphingolipid activator protein activity,molecular_function,,,4036,18,GO:0005545,0
GO:0062037,1,D-loop DNA binding,molecular_function,,,3956,18,GO:0003682,0
GO:1990856,1,methionyl-initiator methionine tRNA binding,molecular_function,,,4194,19,GO:0003746,0
GO:0042947,1,glucoside transmembrane transporter activity,molecular_function,,,4276,19,GO:0015145,0
GO:0003916,1,DNA topoisomerase activity,molecular_function,,,4329,19,GO:0003916,1
GO:0141055,1,histone H3 ubiquitin ligase activity,molecular_function,,,4283,19,GO:0019788,0
GO:0015450,1,protein-transporting ATPase activity,molecular_function,,,4338,19,GO:0008565,0
GO:0030975,1,thiamine binding,molecular_function,,,4270,19,GO:0005521,0
GO:0050135,1,NADP+ nucleosidase activity,molecular_function,,,4365,19,GO:0003935,0
GO:0035715,1,chemokine (C-C motif) ligand 2 binding,molecular_function,,,4191,19,GO:0019956,0
GO:0034590,1,L-hydroxyproline transmembrane transporter activity,molecular_function,,,4186,19,GO:0015193,0
GO:0047995,1,hydroxyphenylpyruvate reductase activity,molecular_function,,,4195,19,GO:0016621,0
GO:1990165,1,single-strand break-containing DNA binding,molecular_function,,,4432,20,GO:0003688,0
GO:0102757,1,NADPH phosphatase activity,molecular_function,,,4480,20,GO:0052811,0
GO:0034480,1,phosphatidylcholine phospholipase C activity,molecular_function,,,4608,20,GO:0004629,0
GO:0086038,1,calcium:sodium antiporter activity involved in regulation of cardiac muscle cell membrane potential,molecular_function,,,4564,20,GO:0019887,0
GO:0047536,1,2-aminoadipate transaminase activity,molecular_function,,,4558,20,GO:0004027,0
GO:1990147,1,talin binding,molecular_function,,,4519,20,GO:0017022,0
GO:0060182,1,apelin receptor activity,molecular_function,,,4471,20,GO:0016787,0
GO:0031779,1,melanocortin receptor binding,molecular_function,,,4426,20,GO:0031837,0
GO:0106237,1,arachidonate 12(R)-lipoxygenase activity,molecular_function,,,4628,20,GO:0047134,0
GO:0004343,1,glucosamine 6-phosphate N-acetyltransferase activity,molecular_function,,,4461,20,GO:0004359,0
