hpo_id,hpo_term,pmc_term_hits,hpo_annotation_count,pmc_hpo_id_hits,Match,Rank,Bin,predicted_hpo_id,pmatch
HP:0012113,Abnormal circulating creatine concentration,5403,2,0,0,10358,12,HP:0011026,0
HP:0034288,Elevated circulating reverse T3 concentration,5364,2,0,0,10370,12,HP:0003451,0
HP:0004231,Carpal bone aplasia,4865,5,0,0,10574,12,HP:0001495,0
HP:0002139,Arrhinencephaly,4925,23,0,0,10542,12,HP:0002539,0
HP:0010915,Abnormal circulating pyruvate family amino acid concentration,3937,1,0,0,10974,12,HP:0011028,0
HP:0031939,Conus terminalis arteriovenous malformation,3970,1,0,0,10959,12,HP:0012721,0
HP:0004732,Impaired renal uric acid clearance,5655,3,0,0,10250,12,HP:0004336,0
HP:0002655,Spondyloepiphyseal dysplasia,5748,29,0,0,10223,12,HP:0002658,0
HP:0025195,Central diaphragmatic hernia,5421,2,0,0,10343,12,HP:0000776,0
HP:0100838,Recurrent cutaneous abscess formation,4237,15,0,0,10836,12,HP:0001057,0
HP:0033117,Duodenitis,4995,3,0,0,10514,12,HP:0002593,0
HP:0007886,Absent extraocular muscles,5105,1,0,0,10470,12,HP:0000645,0
HP:0030338,Abnormal circulating gonadotropin concentration,5608,1,0,0,10271,12,HP:0000835,0
HP:0008707,Absent scrotum,5439,4,0,0,10336,12,HP:0000060,0
HP:0009473,Joint contracture of the hand,4055,81,0,0,10912,12,HP:0009473,1
HP:0008390,Recurrent loss of toenails and fingernails,4035,3,0,0,10921,12,HP:0001809,0
HP:0032724,Focal impaired awareness tonic seizure,5238,1,0,0,10413,12,HP:0002197,0
HP:0030745,Dilatation of the ductus arteriosus,4886,6,0,0,10563,12,HP:0001643,0
HP:0012148,Multiple lineage myelodysplasia,3966,3,0,0,10962,12,HP:0005518,0
HP:0007504,Diffuse slow skin atrophy,5741,1,0,0,10226,12,HP:0007559,0
HP:0011483,Anterior synechiae of the anterior chamber,4817,12,0,0,10593,12,HP:0007833,0
HP:0012732,Anorectal anomaly,3734,14,0,0,11066,12,HP:0000057,0
HP:0031372,Cold paresis,5027,3,0,0,10501,12,HP:0001288,0
HP:0008132,Medial rotation of the medial malleolus,4029,1,0,0,10925,12,HP:0006466,0
HP:0034985,Reduced cellular cobalamin uptake,4783,1,0,0,10604,12,HP:0011972,0
HP:0031877,Elevated circulating hepcidin concentration,3766,4,0,0,11054,12,HP:0012167,0
HP:0004704,Short fifth metatarsal,3663,11,0,0,11097,12,HP:0008195,0
HP:0007628,Mandibular condyle hypoplasia,2326,5,0,0,11933,13,HP:0009711,0
HP:0008461,Cervical vertebral facet hypoplasia,3028,1,0,0,11444,13,HP:0008433,0
HP:0012016,EEG with occipital focal spikes,3192,2,0,0,11349,13,HP:0011167,0
HP:0200049,Upper limb hypertonia,3343,7,0,0,11268,13,HP:0008904,0
HP:0003183,Wide pubic symphysis,2555,7,0,0,11765,13,HP:0008853,0
HP:0012872,Abnormal vas deferens morphology,2412,2,0,0,11876,13,HP:0000073,0
HP:0007768,Central retinal vessel vascular tortuosity,3289,5,0,0,11295,13,HP:0001098,0
HP:0004269,Subluxation of the small joints of the hand,2227,2,0,0,12016,13,HP:0009493,0
HP:0031171,Femoral spur,2164,1,0,0,12068,13,HP:0006334,0
HP:0001474,Sclerotic scapulae,2745,3,0,0,11643,13,HP:0009759,0
HP:0011546,Abnormal atrioventricular connection,3321,1,0,0,11280,13,HP:0001571,0
HP:0001070,Mottled pigmentation,2291,8,0,0,11958,13,HP:0005683,0
HP:0000471,Gastrointestinal angiodysplasia,2211,9,0,0,12024,13,HP:0002593,0
HP:6000139,Splinter hemorrhages,2240,1,0,0,12005,13,HP:0002204,0
HP:0031504,Foamy urine,2935,3,0,0,11509,13,HP:0000124,0
HP:0009077,Weakness of long finger extensor muscles,3467,10,0,0,11205,13,HP:0003387,0
HP:0000145,Transverse vaginal septum,2160,4,0,0,12071,13,HP:0000819,0
HP:0100040,Broad 2nd toe,2419,4,0,0,11871,13,HP:0001863,0
HP:0009717,Cortical tubers,3079,4,0,0,11411,13,HP:0002121,0
HP:0009722,Dental enamel pits,2618,11,0,0,11719,13,HP:0000682,0
HP:6000483,Empty sella turcica,2211,1,0,0,12025,13,HP:0002679,0
HP:0034324,Brachiocephalic artery aneurysm,3248,1,0,0,11324,13,HP:0005141,0
HP:0034180,Fusion of the caudate and putamen,3566,1,0,0,11149,13,HP:0002331,0
HP:0009085,Alveolar ridge overgrowth,3215,18,0,0,11341,13,HP:0000163,0
HP:0012817,Noncompaction cardiomyopathy,3017,7,0,0,11449,13,HP:0006637,0
HP:0025389,Pulmonary interstitial high-resolution computed tomography abnormality,2875,1,0,0,11547,13,HP:0012162,0
HP:0005060,Limited elbow flexion/extension,2299,3,0,0,11953,13,HP:0002996,0
HP:0001151,Impaired horizontal smooth pursuit,2188,8,0,0,12042,13,HP:0001158,0
HP:0032025,Reduced circulating alpha-1-antitrypsin concentration,2835,2,0,0,11578,13,HP:0004856,0
HP:0033812,Decreased circulating androstenedione concentration,3303,1,0,0,11286,13,HP:0011767,0
HP:0100306,Muscle fiber hyaline bodies,1980,1,0,0,12231,14,HP:0003766,0
HP:0400000,Tall chin,1783,7,0,0,12418,14,HP:0000331,0
HP:0012259,Absent inner and outer dynein arms,1408,5,0,0,12835,14,HP:0002139,0
HP:0045044,Decreased circulating complement C4b concentration,1518,1,0,0,12708,14,HP:0012166,0
HP:0034773,Oscillopsia,1562,1,0,0,12663,14,HP:0001263,0
HP:0009729,Cardiac rhabdomyoma,1351,6,0,0,12907,14,HP:0006709,0
HP:0020074,Crystalluria,1552,3,0,0,12676,14,HP:0003142,0
HP:0000227,Tongue telangiectasia,1813,4,0,0,12386,14,HP:0000196,0
HP:0006149,Increased laxity of fingers,1662,3,0,0,12561,14,HP:0001199,0
HP:0008336,Complex organic aciduria,1932,2,0,0,12280,14,HP:0003541,0
HP:0100301,Muscle fiber tubular inclusions,1310,4,0,0,12959,14,HP:0003808,0
HP:0034383,Elevated circulating biliverdin concentration,1413,1,0,0,12830,14,HP:0011973,0
HP:0002991,Abnormal fibula morphology,2136,24,0,0,12095,14,HP:0002814,0
HP:6000619,Reduced phosphoenolpyruvate carboxykinase activity in cultured fibroblasts,1609,1,0,0,12619,14,HP:0012455,0
HP:0030736,Sacrococcygeal teratoma,1501,5,0,0,12730,14,HP:0009793,0
HP:0007481,Hyperpigmented nevi,1362,6,0,0,12894,14,HP:0000997,0
HP:0008422,Vertebral wedging,1977,16,0,0,12238,14,HP:0004564,0
HP:0025403,Stooped posture,1401,10,0,0,12843,14,HP:0002808,0
HP:6000334,Reduced hepatic ornithine transcarbamylase activity,1509,1,0,0,12719,14,HP:0004659,0
HP:0012680,Abnormality of the pineal gland,1393,1,0,0,12853,14,HP:0002503,0
HP:0200105,Absent fifth toenail,1700,2,0,0,12517,14,HP:0001814,0
HP:0034703,Keratinocyte vacuolization,1726,1,0,0,12485,14,HP:0003714,0
HP:0030428,Cutaneous myxoma,1430,3,0,0,12807,14,HP:0001008,0
HP:0031549,Lymphocytoma cutis,1316,1,0,0,12948,14,HP:0001001,0
HP:0002867,Abnormal ilium morphology,1276,9,0,0,12997,14,HP:0003357,0
HP:0005210,Hypoplastic colon,1972,1,0,0,12245,14,HP:0002573,0
HP:0003140,T-wave inversion in the right precordial leads,1950,2,0,0,12268,14,HP:0005153,0
HP:0032592,Aplasia of the right hemidiaphragm,1518,2,0,0,12706,14,HP:0006703,0
HP:0002786,Tracheobronchomalacia,1327,14,0,0,12941,14,HP:0002780,0
HP:0006285,Enamel hypomineralization,1614,11,0,0,12606,14,HP:0006297,0
HP:0007098,Paroxysmal choreoathetosis,820,4,0,0,13740,15,HP:0002071,0
HP:0012033,Sacral lipoma,1214,5,0,0,13080,15,HP:0009719,0
HP:0005059,Arthralgia/arthritis,783,4,0,0,13828,15,HP:0005764,0
HP:0032161,Coccidioidal meningitis,792,1,0,0,13810,15,HP:0001288,0
HP:0030044,Flexion contracture of digit,951,4,0,0,13498,15,HP:0005836,0
HP:0011388,Enlarged cochlear aqueduct,1161,3,0,0,13162,15,HP:0008744,0
HP:0005211,Midgut malrotation,1154,5,0,0,13179,15,HP:0005286,0
HP:0009100,Thick anterior alveolar ridges,900,2,0,0,13602,15,HP:0000194,0
HP:0004472,Mandibular hyperostosis,1097,1,0,0,13267,15,HP:0009153,0
HP:0025552,Periorbital purpura,942,1,0,0,13523,15,HP:0007433,0
HP:0034319,CNS vasculitis with reactivation of varicella-zoster virus,863,1,0,0,13660,15,HP:0031516,0
HP:0007486,Cavernous hemangioma of the face,1134,4,0,0,13203,15,HP:0001008,0
HP:0025677,Fetal chylothorax,742,1,0,0,13908,15,HP:0004705,0
HP:0007979,Gaze-evoked horizontal nystagmus,1160,21,0,0,13165,15,HP:0000666,0
HP:0011746,Secretory adrenocortical adenoma,793,2,0,0,13808,15,HP:0006739,0
HP:0002545,Patchy demyelination of subcortical white matter,1120,4,0,0,13223,15,HP:0012753,0
HP:4000165,Decreased circulating plasmalogen concentration,1106,1,0,0,13254,15,HP:0011001,0
HP:0100856,Poorly ossified vertebrae,1158,3,0,0,13173,15,HP:0004582,0
HP:0007841,Amyloid deposition in the vitreous humor,1082,1,0,0,13287,15,HP:0007809,0
HP:0007937,Reticular pigmentary degeneration,846,4,0,0,13700,15,HP:0007892,0
HP:0200068,Nonprogressive visual loss,1179,2,0,0,13134,15,HP:0001117,0
HP:0031800,Elevated circulating apolipoprotein A-II concentration,777,2,0,0,13841,15,HP:0012168,0
HP:0007545,Congenital palmoplantar hyperkeratosis,1041,3,0,0,13349,15,HP:0000983,0
HP:0006308,Atrophy of alveolar ridges,910,6,0,0,13579,15,HP:0000225,0
HP:0001102,Angioid streaks of the fundus,1226,11,0,0,13068,15,HP:0001100,0
HP:0003538,Increased iduronate sulfatase level,787,4,0,0,13823,15,HP:0012165,0
HP:0009602,Abnormality of thumb phalanx,913,2,0,0,13572,15,HP:0001164,0
HP:0001495,Carpal osteolysis,1169,5,0,0,13146,15,HP:0006707,0
HP:0004434,Decreased circulating complement C8 concentration,1138,2,0,0,13198,15,HP:0004859,0
HP:0031512,Abnormal cutaneous collagen fibril morphology,746,1,0,0,13902,15,HP:0001009,0
HP:0410395,"Increased proportion of effector memory CD8-positive, alpha-beta T cells",674,2,0,0,14073,16,HP:0031244,0
HP:0100869,Palmar telangiectasia,596,6,0,0,14265,16,HP:0001050,0
HP:0004699,Osteoporotic metatarsal,730,1,0,0,13936,16,HP:0005098,0
HP:0025358,Uveal ectropion,565,6,0,0,14350,16,HP:0000612,0
HP:0008001,Foveal hyperpigmentation,631,4,0,0,14173,16,HP:0001103,0
HP:0025081,Darier's sign,415,4,0,0,14805,16,HP:0000777,0
HP:0010593,Abnormal fibular epiphysis morphology,506,1,0,0,14502,16,HP:0006361,0
HP:0034174,Reduced circulating interleukin 27 concentration,683,1,0,0,14054,16,HP:0012166,0
HP:0410074,Increased level of xylitol in urine,674,1,0,0,14074,16,HP:0012166,0
HP:0011454,Abnormal malleus morphology,456,2,0,0,14655,16,HP:0005282,0
HP:0007737,Bone spicule pigmentation of the retina,718,84,0,0,13965,16,HP:0008042,0
HP:0031136,Decreased acrosin in sperm head,406,1,0,0,14832,16,HP:0012035,0
HP:0003570,Molybdenum cofactor deficiency,522,3,0,0,14469,16,HP:0003146,0
HP:6000234,Elevated circulating dihydroxyphenylacetic acid concentration,524,1,0,0,14461,16,HP:0012168,0
HP:0030465,Undetectable light-adapted electroretinogram,420,3,0,0,14784,16,HP:0000556,0
HP:0011230,Laterally extended eyebrow,559,5,0,0,14368,16,HP:0002255,0
HP:0100380,Aplasia of the distal phalanx of the 5th toe,415,3,0,0,14806,16,HP:0006206,0
HP:0006106,Absent trapezoid bone,710,1,0,0,13985,16,HP:0009701,0
HP:6000989,Slit-like lateral ventricle,594,1,0,0,14270,16,HP:0006959,0
HP:0003744,Genetic anticipation with paternal anticipation bias,691,2,0,0,14035,16,HP:0003745,0
HP:0004913,Intermittent lactic acidemia,614,3,0,0,14219,16,HP:0004853,0
HP:0005592,Giant melanosomes in melanocytes,409,5,0,0,14822,16,HP:0007554,0
HP:0031087,Absent pubertal growth spurt,708,6,0,0,13990,16,HP:0002650,0
HP:0025239,Subhyaloid hemorrhage,681,1,0,0,14060,16,HP:0001098,0
HP:0008345,Hypoplasia of the iris dilator muscle,399,1,0,0,14855,16,HP:0007754,0
HP:0025115,Civatte bodies,403,1,0,0,14848,16,HP:0001051,0
HP:0033976,Volar fingernail,685,1,0,0,14050,16,HP:0001804,0
HP:0010037,Aplasia of the 2nd metacarpal,631,1,0,0,14174,16,HP:0001494,0
HP:0010693,Pulverulent cataract,484,6,0,0,14566,16,HP:0007759,0
HP:0200133,Lumbosacral meningocele,673,2,0,0,14079,16,HP:0002095,0
HP:0033049,Globus pallidus hypointensity on susceptibility-weighted imaging,331,5,0,0,15105,17,HP:0012737,0
HP:0030147,Truncal titubation,214,8,0,0,15677,17,HP:0002312,0
HP:6000355,Reduced malonyl-CoA decarboxylase activity in cultured fibroblasts,251,1,0,0,15457,17,HP:0012429,0
HP:0006108,Tapered metacarpals,352,1,0,0,15021,17,HP:0001231,0
HP:0031447,Penile freckling,357,3,0,0,15007,17,HP:0000064,0
HP:0009739,Hypoplasia of the antihelix,374,5,0,0,14934,17,HP:0009766,0
HP:0007661,Abnormality of chorioretinal pigmentation,362,1,0,0,14982,17,HP:0007703,0
HP:0030661,Vitreous snowballs,229,2,0,0,15582,17,HP:0007908,0
HP:0008293,Long-chain dicarboxylic aciduria,340,1,0,0,15073,17,HP:0003544,0
HP:0004002,Flattened radial epiphyses,271,1,0,0,15371,17,HP:0003087,0
HP:0012425,Stercoral ulcer,344,2,0,0,15057,17,HP:0002596,0
HP:0031293,Digital pitting scar,261,2,0,0,15411,17,HP:0001803,0
HP:0002872,"Apneic episodes precipitated by illness, fatigue, stress",223,5,0,0,15623,17,HP:0002878,0
HP:0025151,Ganglioneuromatosis,362,1,0,0,14983,17,HP:0002891,0
HP:0012185,Constrictive median neuropathy,259,30,0,0,15421,17,HP:0003382,0
HP:0004909,Hypokalemic hypochloremic metabolic alkalosis,247,3,0,0,15485,17,HP:0003425,0
HP:4000031,Anti-type VII collagen antibody,312,2,0,0,15191,17,HP:0030056,0
HP:0012068,Aspartylglucosaminuria,354,2,0,0,15015,17,HP:0002475,0
HP:0003021,Metaphyseal cupping,377,23,0,0,14924,17,HP:0000948,0
HP:0030026,Squared superior portion of helix,356,1,0,0,15011,17,HP:0000396,0
HP:6000332,Elevated urinary indoleacetic acid level,200,1,0,0,15759,17,HP:0003544,0
HP:0007655,Eversion of lateral third of lower eyelids,289,10,0,0,15291,17,HP:0000643,0
HP:0033407,Elevated urine acetoacetic acid level,351,2,0,0,15025,17,HP:0011971,0
HP:0500262,Atrichia,304,4,0,0,15230,17,HP:0002226,0
HP:0010749,Blepharochalasis,212,8,0,0,15695,17,HP:0000486,0
HP:0004423,Cranium bifidum occultum,298,5,0,0,15259,17,HP:0001708,0
HP:6000720,Reduced tissue fatty aldehyde dehydrogenase activity,298,1,0,0,15261,17,HP:0004349,0
HP:0040164,Lipomas of eyelids,372,2,0,0,14938,17,HP:0001003,0
HP:0008117,Shortening of the talar neck,213,2,0,0,15687,17,HP:0008134,0
HP:0001981,Schistocytosis,349,11,0,0,15037,17,HP:0001904,0
HP:0008450,Narrow vertebral interpedicular distance,129,11,0,0,16266,18,HP:0003313,0
HP:0009575,Triangular shaped middle phalanx of the 2nd finger,89,2,0,0,16670,18,HP:0009654,0
HP:0011405,Childhood onset short-limb short stature,98,2,0,0,16561,18,HP:0008873,0
HP:0030293,Fibular metaphyseal irregularity,157,1,0,0,16044,18,HP:0006361,0
HP:0001060,Axillary pterygium,161,10,0,0,16019,18,HP:0001060,1
HP:0004676,Prominent supraorbital arches in adult,177,1,0,0,15912,18,HP:0005474,0
HP:0032909,Focal impaired awareness automatism seizure,151,1,0,0,16088,18,HP:0002197,0
HP:0007456,Progressive reticulate hyperpigmentation,179,2,0,0,15891,18,HP:0007481,0
HP:0034281,Phalangeal cone-shaped epiphyses,181,1,0,0,15881,18,HP:0006013,0
HP:6000295,Persistent falcine venous sinus,135,1,0,0,16217,18,HP:0002653,0
HP:0012899,Handgrip myotonia,116,11,0,0,16381,18,HP:0003706,0
HP:0005722,Hyperextensible thumb,168,2,0,0,15977,18,HP:0001172,0
HP:0034081,Anti-Th/To antibody positivity,170,1,0,0,15965,18,HP:0032224,0
HP:0000636,Upper eyelid coloboma,125,12,0,0,16298,18,HP:0000498,0
HP:0031174,Double-layered patella,96,2,0,0,16581,18,HP:0006434,0
HP:0430029,Hyperplasia of the premaxilla,120,1,0,0,16348,18,HP:0001263,0
HP:0010486,Abnormality of the hypothenar eminence,152,2,0,0,16081,18,HP:0001458,0
HP:6000577,Reduced tissue 3-methylglutaconyl-CoA hydratase activity,91,1,0,0,16644,18,HP:0012169,0
HP:0010455,Steep acetabular roof,100,3,0,0,16533,18,HP:0003182,0
HP:6000516,Elevated circulating 21-deoxycortisol concentration,91,1,0,0,16643,18,HP:0011972,0
HP:0011688,Supraventricular tachycardia with an accessory connection mediated pathway,166,3,0,0,15995,18,HP:0011708,0
HP:4000163,Reduced phytanic acid oxidase activity in cultured fibroblasts,169,1,0,0,15970,18,HP:0003445,0
HP:0200149,CSF lymphocytic pleiocytosis,181,15,0,0,15878,18,HP:0003448,0
HP:0034155,Anti-sp100 antibody positivity,134,1,0,0,16224,18,HP:0030791,0
HP:6000569,Midline notching of lower lip,132,1,0,0,16237,18,HP:0000197,0
HP:0500046,Seborrhoeic blepharitis,150,2,0,0,16101,18,HP:0000503,0
HP:0400002,Extra concha fold,174,1,0,0,15940,18,HP:0000451,0
HP:0008785,Delayed ossification of pubic rami,131,2,0,0,16245,18,HP:0004598,0
HP:0034273,Premature sagging cheeks,121,5,0,0,16338,18,HP:0007491,0
HP:6000656,Papillary dermis eosinophilic hyaline material,176,1,0,0,15923,18,HP:0001036,0
HP:0034006,Decreased urinary lysyl-pyridinoline-hydroxylysyl-pyridinoline ratio,78,1,0,0,16794,19,HP:0012166,0
HP:0002335,Agenesis of cerebellar vermis,36,30,0,0,17398,19,HP:0002280,0
HP:0100339,Abnormality of the os naviculare pedis,47,1,0,0,17187,19,HP:0008207,0
HP:0007295,Chaotic rapid conjugate ocular movements,74,1,0,0,16852,19,HP:0000668,0
HP:0010168,Ivory epiphyses of the toes,27,1,0,0,17596,19,HP:0006336,0
HP:0010910,Hypervalinemia,35,5,0,0,17418,19,HP:0003158,0
HP:0034687,Impaired cerebroside sulfate hydrolysis,41,1,0,0,17305,19,HP:0004331,0
HP:0007462,Bitot spots of the conjunctiva,74,1,0,0,16851,19,HP:0000611,0
HP:0034706,Reduced hepatic D-glycerate kinase activity,34,1,0,0,17450,19,HP:0004344,0
HP:0034400,Circumferential skin creases on extremities,56,2,0,0,17062,19,HP:0000988,0
HP:0011190,Uni- and bilateral multifocal epileptiform discharges,67,1,0,0,16934,19,HP:0011175,0
HP:0032532,Elevated CSF 4-hydroxybutyric acid concentration,27,1,0,0,17594,19,HP:0012169,0
HP:0004461,Congenital earlobe sinuses,32,1,0,0,17493,19,HP:0008607,0
HP:0006450,Multicentric ossification of proximal femoral epiphyses,45,1,0,0,17219,19,HP:0006336,0
HP:0100841,Microgastria,63,1,0,0,16980,19,HP:0001592,0
HP:0004997,Multicentric ossification of proximal humeral epiphyses,27,1,0,0,17598,19,HP:0006334,0
HP:0100811,Aplasia/Hypoplasia of the colon,33,1,0,0,17472,19,HP:0003019,0
HP:0004241,Stippled calcification in carpal bones,47,2,0,0,17186,19,HP:0006706,0
HP:0010940,Aplasia/Hypoplasia of the nasal bone,77,1,0,0,16813,19,HP:0000460,0
HP:0011406,Infancy onset short-trunk short stature,71,3,0,0,16879,19,HP:0008878,0
HP:6000426,Reduced Acyl-CoA:dihydroxyacetone phosphate acyltransferase activity in cultured fibroblasts,58,1,0,0,17040,19,HP:0003724,0
HP:0032906,Focal head nodding automatism seizure,26,1,0,0,17618,19,HP:0002212,0
HP:0100663,Synotia,42,2,0,0,17279,19,HP:0009761,0
HP:6000602,Elevated urinary isovalerylglycine level,82,1,0,0,16744,19,HP:0003546,0
HP:0025670,Syntelencephaly,54,1,0,0,17099,19,HP:0011307,0
HP:0000893,Bulging of the costochondral junction,65,4,0,0,16958,19,HP:0000761,0
HP:0033177,Elevated circulating suberic acid concentration,44,1,0,0,17238,19,HP:0012166,0
HP:0031986,Polyminimyoclonus,60,1,0,0,17016,19,HP:0002129,0
HP:0034354,Trichoschisis,45,1,0,0,17221,19,HP:0002162,0
HP:0008160,3-hydroxydicarboxylic aciduria,62,3,0,0,16988,19,HP:0003541,0
HP:0032351,Phenylalaninuria,1,1,0,0,18423,20,HP:0002159,0
HP:6000240,Reduced circulating pyrimidine 5-prime-nucleotidase activity,0,1,0,0,18585,20,HP:0004334,0
HP:0034069,Anti-parotid secretory protein antibody positivity,5,1,0,0,18170,20,HP:0030055,0
HP:0100563,Diastomatomyelia,21,2,0,0,17713,20,HP:0002115,0
HP:6000608,"Elevated urinary 3,4-Dihydroxybutyric acid level",1,1,0,0,18416,20,HP:0011972,0
HP:0020117,Hypoplastic dermoepidermal hemidesmosomes,10,9,0,0,17965,20,HP:0003285,0
HP:0007363,Aplasia/Hypoplasia of the pyramidal tract,15,1,0,0,17834,20,HP:0002510,0
HP:0005019,Diaphyseal undertubulation,13,22,0,0,17882,20,HP:0003332,0
HP:0003329,Hair shafts flattened at irregular intervals and twisted through 180 degrees about their axes,4,3,0,0,18237,20,HP:0002224,0
HP:0010252,Ivory epiphyses of the distal phalanges of the hand,15,2,0,0,17829,20,HP:0006708,0
HP:0033996,Microvillar PAS-positive secretory granules,20,1,0,0,17732,20,HP:0002825,0
HP:6000603,Elevated urinary 2-methyl-3-hydroxybutyric acid level,20,1,0,0,17731,20,HP:0011972,0
HP:0025734,Elevated urinary 5-hydroxyhexanoic acid level,21,1,0,0,17716,20,HP:0011972,0
HP:0034026,Elevated circulating saccharopine concentration,0,1,0,0,18544,20,HP:0011972,0
HP:0008436,Absent/hypoplastic coccyx,0,1,0,0,18528,20,HP:0008425,0
HP:0007438,Mottled pigmentation of the trunk and proximal extremities,0,1,0,0,18572,20,HP:0007494,0
HP:0100391,Short distal phalanx of the 5th toe,0,1,0,0,18588,20,HP:0008181,0
HP:0002454,Eye of the tiger anomaly of globus pallidus,19,13,0,0,17742,20,HP:0007148,0
HP:0006990,Myelin-dependent gliosis,15,1,0,0,17838,20,HP:0002161,0
HP:0011320,Unilambdoid synostosis,17,1,0,0,17787,20,HP:0004446,0
HP:0100958,Narrow foramen obturatorium,7,2,0,0,18068,20,HP:0000133,0
HP:0005026,Mesomelic/rhizomelic limb shortening,1,6,0,0,18402,20,HP:0009819,0
HP:6000622,Elevated urinary ureidoisobutyric acid level,9,1,0,0,17998,20,HP:0012166,0
HP:0200053,Hemihypotrophy of lower limb,23,4,0,0,17666,20,HP:0003043,0
HP:0010264,Pseudoepiphyses of the middle phalanges of the hand,17,1,0,0,17786,20,HP:0006206,0
HP:0003267,Reduced orotidine 5-prime phosphate decarboxylase level,4,1,0,0,18252,20,HP:0012167,0
HP:0005612,Arthrogryposis-like hand anomaly,5,3,0,0,18164,20,HP:0009772,0
HP:6000185,Low tetrahydrocortisol (THF) plus 5-alpha-THF/tetrahydrocortisone (THE) ratio,0,1,0,0,18568,20,HP:0012458,0
HP:0007406,Hyperpigmentation of eyelids,2,1,0,0,18358,20,HP:0001056,0
HP:0001024,Skin dimple over apex of long bone angulation,12,4,0,0,17914,20,HP:0009739,0
